Event Number, Hits, Delta t, QDC, Layer 1 Hits, Layer 1 QDC, Layer 2 Hits, Layer 2 QDC, Layer 3 Hits, Layer 3 QDC, Layer 4 Hits, Layer 4 QDC, x1 (cm), y1 (cm), x2 (cm), y2 (cm), Adjacent Cut, Edge Cut
160, 6, 32778, 6.927562, 2, 1.459125, 1, 1.839039, 1, 1.270416, 2, 2.358982, 77.84967, 87.64686, 86.35447, 78.94604, 0, 1
161, 6, 12205, 4.728874, 2, 1.632702, 1, -0.445206, 1, 2.054241, 2, 1.487137, 90.30796, 30.34693, 88.92736, 44.43777, 1, 1
162, 7, 3066, 6.125622, 2, 1.952701, 2, 1.386181, 1, 1.429295, 2, 1.357445, 50.82941, 13.8155, 39.25969, 26.254, 1, 1
163, 6, 6576, 4.557368, -1e+06, -1e+06, 2, 1.129112, 2, 2.140945, 2, 1.287311, -1e+06, 32.08649, 97.35494, 51.08663, 1, 1
164, 9, 7975, 6.09417, 2, 2.714325, 2, 1.743924, 3, 0.990383, 2, 0.645538, 47.56944, 17.51646, 51.01532, 1.004794, 1, 0
165, 5, 4431, 7.328786, 1, 0.172112, 1, 2.193802, 2, 1.648427, 1, 3.314445, 43.75393, 58.69443, 47.91098, 59.90994, 1, 1
166, 8, 36258, 5.872428, 3, -1.779896, 2, 3.148822, 2, 1.536438, 1, 2.967064, 68.42604, 102.7529, 71.45705, 95.4939, 1, 0
167, 9, 7174, 15.26567, 2, 0.620224, 4, 8.091518, 1, 2.888378, 2, 3.665547, 50.12717, 85.48357, 64.59152, 61.27597, 0, 1
168, 9, 11515, 10.04076, 2, 2.020405, 3, 4.534992, 2, 2.151375, 2, 1.333988, 96.39316, 45.18983, 93.95957, 57.83698, 1, 1
169, 7, 8111, 8.243598, 2, 0.359039, 2, 2.9608, 1, 3.417934, 2, 1.505825, 53.43009, 85.09752, 62.23379, 91.80715, 1, 1
170, 5, 18922, 9.362025, -1e+06, -1e+06, 2, 2.073894, 2, 3.210094, 1, 4.078037, -1e+06, 35.899, 74.03237, 13.2, 0, 1
171, 10, 19514, 10.42342, 3, 1.756396, 3, 3.07893, 2, 2.169353, 2, 3.418743, 20.62092, 98.56728, 53.55441, 100.295, 1, 1
172, 7, 3650, 8.71635, 1, 1.051628, 2, 2.222465, 2, 1.771736, 2, 3.670521, 73.46708, 46.57665, 70.25897, 39.68789, 1, 1
173, 10, 7363, 14.66726, 3, 2.9413, 3, 3.807598, 2, 3.946964, 2, 3.971394, 94.26123, 7.536147, 98.12528, 38.88286, 0, 1
174, 7, 10893, 8.603149, 1, 1.19717, 1, 0.904816, 2, 4.618454, 3, 1.882709, 94.29383, 69.86151, 100.9715, 21.68194, 1, 1
175, 9, 23003, 6.22504, 3, 0.973007, 2, 1.375778, 2, 1.8787, 2, 1.997555, 33.4178, 22.30995, 52.11421, 38.98172, 0, 1
176, 7, 2807, 8.024739, 2, 1.370613, 1, 2.678677, 2, 1.673168, 2, 2.302281, 24.57919, 88.44948, 37.93475, 91.94021, 1, 1
177, 6, 6951, 7.402931, 2, 1.730667, 1, 2.661957, 1, 1.544128, 2, 1.466179, 25.08895, 99.11904, 32.78174, 88.729, 1, 1
178, 8, 4046, 8.868724, 2, 1.748069, 2, 2.249012, 2, 1.891411, 2, 2.980232, 34.36417, 54.61992, 53.64924, 62.16096, 1, 1
179, 6, 3339, 5.992532, 1, 1.051228, 2, 2.112915, 1, 0.856232, 2, 1.972157, 8.40195, 42.55962, 6.177253, 34.59538, 1, 1
180, 6, 25616, 9.547437, 1, 2.325089, 2, 2.058796, 2, 3.160927, 1, 2.002625, 75.12475, 94.1377, 95.4278, 91.50069, 1, 1
181, 6, 12869, 4.602147, 1, -0.911888, 1, -0.241409, 2, 2.612725, 2, 3.142719, 91.99005, 83.03379, 100.0377, 101.6029, 1, 1
182, 7, 5153, 4.138317, 2, 0.805874, 2, 1.863628, 1, 0.710548, 2, 0.758267, 17.07466, 11.29589, 19.16633, 13.21937, 1, 1
183, 8, 3571, 8.475506, 2, 1.347694, 2, 3.315857, 2, 0.882218, 2, 2.929737, 8.484362, 89.92645, 29.37848, 87.52367, 1, 1
184, 7, 3475, 6.669097, 2, 1.989811, 1, 2.291172, 2, 1.574604, 2, 0.81351, 48.1954, 90.06044, 66.92211, 85.36287, 1, 1
185, 7, 27609, 8.144207, -1e+06, -1e+06, 2, -0.955627, 3, 3.444389, 2, 5.655445, -1e+06, 66.74048, 19.95865, 75.21077, 0, 1
186, 8, 21514, 3.232749, 1, 1.465324, 3, 1.966789, 4, -0.199364, -1e+06, -1e+06, 34.65, 90.06493, 46.35531, -1e+06, 0, 0
187, 10, 30819, 9.565548, 3, 2.958191, 3, 2.313862, 2, 1.662536, 2, 2.630959, 84.09494, 12.03892, 70.00376, 13.73202, 1, 1
188, 6, 6558, 6.656795, 1, 1.544788, 2, 1.529644, 1, 1.639946, 2, 1.942417, 36.77363, 11.79036, 31.15621, 14.16321, 0, 1
189, 7, 15792, 4.794621, 1, -0.29908, 3, 2.263055, 1, 0.576332, 2, 2.254314, 68.7603, 9.828186, 69.92163, 19.78402, 0, 1
190, 8, 11280, 7.316289, 2, 1.650803, 2, 1.364643, 2, 2.264077, 2, 2.036766, 85.28732, 21.56562, 100.4759, 29.42212, 1, 1
191, 7, 11197, 8.383625, 2, 2.049461, 2, 2.328266, 1, 1.605854, 2, 2.400044, 66.96725, 80.53104, 56.01584, 66.0331, 1, 1
192, 9, 11818, 5.072608, 1, 0.710186, 2, 1.081592, 1, 0.723694, 5, 2.557136, 25.62623, 45.28386, 27.36529, 61.97328, 0, 1
193, 12, 25872, 19.46832, 3, 3.585991, 5, 8.179898, 2, 5.980701, 2, 1.721729, 81.7689, 93.39698, 92.20936, 75.57359, 0, 1
194, 7, 4493, 7.08601, 2, 1.749168, 1, 1.908863, 2, 1.778427, 2, 1.649552, 35.25765, 92.36245, 57.19476, 86.01973, 1, 1
195, 7, 8145, 5.205457, 2, 0.753296, 1, 1.975842, 2, 1.04044, 2, 1.435879, 5.278157, 65.96386, 6.138295, 52.8744, 1, 1
196, 6, 5056, 4.880955, 2, 0.174385, 1, 1.505196, 2, 1.330437, 1, 1.870937, 15.22622, 18.98531, 10.48753, 32.80286, 1, 1
197, 6, 4152, 5.57607, 2, 0.702172, 1, 1.837029, 1, 1.229362, 2, 1.807507, 30.48895, 63.13134, 50.85868, 70.62267, 1, 1
198, 9, 6882, 3.827217, 3, -0.371528, 2, 2.360019, 2, 0.670517, 2, 1.168209, 12.22365, 69.91298, 35.68838, 66.06083, 0, 1
199, 11, 35596, 1.082325, 1, -0.875481, 1, -0.074009, 4, 1.591687, 5, 0.440128, 64.1434, 30.28377, 15.97717, 15.21733, 0, 1
200, 6, 21074, 9.394477, 1, 2.227623, 2, 2.421485, 1, 4.413998, 2, 0.331371, 99.81221, 63.21577, 104.0785, 64.10717, 1, 0
201, 7, 17575, 10.37148, -1e+06, -1e+06, 3, 2.644223, 2, 2.647141, 2, 5.080116, -1e+06, 30.2002, 87.34989, 42.55435, 1, 1
202, 8, 4465, 11.68796, 2, 2.418293, 2, 5.229115, 2, 2.169987, 2, 1.870564, 92.52232, 22.60109, 65.88332, 7.462418, 1, 1
203, 6, 2403, 10.14359, 2, 5.682392, 1, 1.416958, 1, 1.373634, 2, 1.670609, 101.797, 92.51607, 102.5298, 91.49351, 1, 1
204, 8, 20384, 6.650233, 2, 1.489639, 1, 2.197334, 2, 1.736942, 3, 1.226318, 57.04555, 37.85142, 66.63563, 39.14688, 1, 1
205, 7, 3864, 7.123252, 2, 1.002571, 2, 2.97818, 1, 1.948574, 2, 1.193927, 55.17162, 86.52305, 60.31535, 84.16862, 1, 1
206, 10, 19961, 2.880547, 2, -0.071804, 2, 2.80711, 4, 0.254814, 2, -0.109573, 43.92972, 46.16033, -12.83429, 51.00689, 0, 1
207, 6, 19914, 6.154342, 2, 1.961025, 2, 2.04063, 2, 2.152687, -1e+06, -1e+06, 70.17466, 99.04994, 49.58164, -1e+06, 1, 1
208, 6, 5785, 2.046062, 2, -0.462391, 1, 0.002163, 1, 1.118732, 2, 1.387558, 64.92966, 24.99259, 68.34404, 23.01972, 1, 1
209, 7, 3161, 17.44706, 2, 5.415691, 2, 4.631675, 1, 3.709797, 2, 3.689895, 86.63269, 49.77254, 78.50961, 56.63564, 1, 1
210, 7, 4217, 4.222756, 2, 0.882366, 2, 1.372368, 2, 1.122204, 1, 0.845818, 16.71527, 42.08785, 22.16529, 40.94326, 1, 1
211, 7, 18486, 26.51181, -1e+06, -1e+06, 4, 14.07783, 2, 7.998482, 1, 4.435497, -1e+06, 61.63927, 29.21373, 54.45, 1, 1
212, 8, 12237, 7.927226, 2, 1.97026, 2, 2.226173, 2, 1.021267, 2, 2.709526, 79.47503, 32.756, 81.09727, 33.47763, 1, 1
213, 5, 3794, 5.921092, 1, 1.801044, 1, 1.840195, 2, 0.80017, 1, 1.479683, 24.86467, 72.84007, 28.66058, 60.58266, 1, 1
214, 5, 7438, 3.116852, 1, -0.623867, 1, 2.24683, 2, 0.417744, 1, 1.076145, 29.59669, 101.5102, 24.0338, 97.1968, 1, 1
215, 8, 19182, 2.409648, 3, 0.244182, 1, 0.652332, 2, 1.289875, 2, 0.223259, -29.92464, 10.79996, 17.55282, 10.67087, 0, 1
216, 10, 15589, 10.47515, 2, 2.653988, 4, 3.219498, 2, 1.465862, 2, 3.135807, 75.0829, 42.04635, 48.18837, 50.55857, 0, 1
217, 9, 23394, 10.22541, 2, 1.450531, 2, 2.374424, 3, 3.857727, 2, 2.542729, 82.56311, 0.8990028, 53.98435, 6.689753, 1, 0
218, 8, 5032, 8.483323, 2, 1.339737, 2, 3.219983, 2, 2.103634, 2, 1.819969, 73.79919, 92.65167, 83.85352, 77.59736, 1, 1
219, 8, 5602, 9.598269, 2, 2.804077, 2, 1.514236, 2, 3.10664, 2, 2.173316, 56.15686, 72.29838, 77.65614, 68.38616, 1, 1
220, 9, 16534, 5.730511, 2, 1.101257, 4, 1.746277, 2, 1.394234, 1, 1.488743, 12.316, 75.6913, 23.75749, 60.18018, 0, 1
221, 6, 4349, 8.263974, 1, 1.497971, 1, 1.147255, 2, 2.381821, 2, 3.236927, 62.79373, 80.26699, 74.17382, 80.68467, 1, 1
222, 9, 17618, 9.185001, 2, 2.271443, 2, 1.96043, 3, 1.379356, 2, 3.573772, 79.27643, 67.21996, 86.83648, 72.52544, 1, 1
223, 10, 26106, 9.622274, 2, 3.086461, 2, 2.541103, 3, 0.89494, 3, 3.09977, 61.51964, 53.14686, 28.6762, 79.94512, 0, 1
224, 8, 3299, 8.717355, 2, 1.808338, 2, 3.455445, 2, 1.871025, 2, 1.582547, 89.39837, 67.323, 79.2417, 70.05682, 1, 1
225, 7, 5354, 9.80809, 3, 1.570404, 2, 5.821678, 2, 2.416008, -1e+06, -1e+06, 21.14056, 102.4976, -0.07942306, -1e+06, 1, 0
226, 6, 2854, 7.26438, 2, 2.743808, 1, 1.588547, 2, 1.555099, 1, 1.376926, 60.94243, 72.57307, 72.26829, 70.53024, 1, 1
227, 8, 17504, 7.740578, 2, 2.503632, 2, 2.211338, 2, 1.449623, 2, 1.575985, 70.31262, 94.37981, 75.36545, 102.7467, 1, 0
228, 9, 6863, 12.71143, 4, 6.151768, 2, 2.340206, 1, 2.163521, 2, 2.055931, 53.07536, 88.36606, 49.16762, 65.45007, 1, 1
229, 10, 4135, 8.34255, 4, 3.471303, 2, 2.477791, 2, 1.268464, 2, 1.124992, 56.32101, 24.39647, 60.4931, 18.78872, 1, 1
230, 6, 4063, 14.46043, 1, 1.683361, 2, 3.847286, 1, 2.591099, 2, 6.338688, 54.17837, 10.12074, 35.37523, 38.76246, 1, 1
231, 9, 29139, 14.5943, 3, 0.841999, 2, 3.982365, 2, 6.364849, 2, 3.405083, 16.68613, 63.21993, 60.42546, 42.29896, 0, 1
232, 8, 9736, 11.01405, 2, 1.895039, 2, 2.605186, 2, 2.445614, 2, 4.068211, 88.55001, 4.597151, 90.27388, 18.96609, 1, 1
233, 7, 15681, 4.783874, 2, 0.19025, 1, 1.709538, 2, 0.517326, 2, 2.36676, 32.97818, 25.43245, 10.51421, 38.24543, 0, 1
234, 6, 7640, 4.876862, 2, 2.164139, 2, 1.750782, 2, 0.961941, -1e+06, -1e+06, 45.29759, 20.86388, 45.14903, -1e+06, 1, 1
235, 8, 5443, 4.689998, 2, 1.646171, 2, 1.02174, 2, 0.849602, 2, 1.172485, 58.45077, 56.72424, 53.39073, 52.05308, 1, 1
236, 6, 4030, 6.100872, 2, 1.553131, 2, 3.483879, 1, -0.387394, 1, 1.451256, 24.04118, 6.545807, 54.24576, 6.130715, 1, 1
237, 6, 3759, 4.785649, 2, 1.53841, 2, 1.255234, 2, 1.992005, -1e+06, -1e+06, 67.99931, 21.80544, 36.12736, -1e+06, 1, 1
238, 8, 13767, 7.765428, 2, 1.16819, 1, 4.29097, 3, 0.361611, 2, 1.944657, 10.94109, 21.44145, 22.68821, 23.45855, 1, 1
239, 11, 23441, 7.365181, 3, 1.514355, 4, 0.60498, 2, 3.425305, 2, 1.820541, 103.9342, 73.2885, 91.0563, 73.0745, 0, 1
240, 5, 4595, 5.196426, 1, -1.001156, 2, 2.337715, 2, 3.859867, -1e+06, -1e+06, 3.3, 24.30348, 7.137067, -1e+06, 1, 1
241, 8, 13127, 8.809089, 2, 1.379581, 2, 2.611317, 2, 1.903831, 2, 2.91436, 63.71578, 11.25475, 36.23147, 33.90843, 1, 1
242, 7, 4949, 4.67098, 1, 0.839348, 2, 0.853802, 2, 1.432644, 2, 1.545186, 30.77663, 43.50318, 37.60601, 46.13459, 1, 1
243, 8, 4533, 8.027524, 2, 1.429852, 2, 2.60207, 2, 1.249146, 2, 2.746456, 79.12428, 21.61252, 87.47236, 15.80419, 1, 1
244, 8, 2465, 9.611481, 2, 2.875046, 2, 1.283486, 2, 2.515793, 2, 2.937156, 92.39509, 93.5881, 89.07617, 101.0764, 1, 1
245, 7, 3852, 9.706788, 1, 2.486362, 2, 2.35413, 2, 1.001698, 2, 3.864598, 48.44421, 39.78792, 32.12739, 61.94931, 1, 1
246, 6, 31960, 6.080545, 1, 1.229416, 1, 3.467049, 2, 0.077393, 2, 1.306687, 81.73196, 8.846402, 85.9454, 6.022126, 1, 1
247, 5, 21671, 6.975224, 1, 1.523014, 2, 2.140988, 1, 1.22234, 1, 2.088882, 52.53747, 54.73883, 35.92286, 48.56338, 1, 1
248, 8, 32283, 8.197781, 1, 2.162617, 2, 2.285442, 2, 3.215531, 3, 0.534191, 10.0096, 32.46587, 0.05492765, 40.3565, 1, 0
249, 6, 2203, 5.343162, 2, 2.285087, 1, 1.255997, 2, 0.461876, 1, 1.340202, 9.051863, 92.39049, 14.86533, 92.67189, 1, 1
250, 8, 14920, 8.786757, 3, 2.07009, 2, 2.459561, 2, 1.707187, 1, 2.549919, 23.35905, 47.77388, 24.95448, 56.51468, 0, 1
251, 8, 3043, 9.788201, 2, 2.749493, 2, 3.145065, 2, 1.132473, 2, 2.76117, 58.29502, 75.68288, 56.95227, 51.93526, 1, 1
252, 7, 4991, 7.0153, 2, 2.518676, 1, 2.133884, 2, 1.38456, 2, 0.97818, 41.95306, 84.76124, 56.39951, 75.58374, 1, 1
253, 7, 2338, 3.991186, 1, 0.372612, 2, 0.659932, 2, 1.441544, 2, 1.517098, 36.19392, 75.75449, 37.42154, 74.4331, 1, 1
254, 5, 2444, 6.448952, 1, 2.272408, 2, 1.724602, 1, 0.838722, 1, 1.61322, 1.635848, 94.89146, 11.617, 97.86575, 1, 1
255, 8, 3846, 7.371791, 2, 1.540489, 2, 1.706085, 2, 2.282135, 2, 1.843082, 6.137535, 49.24509, 7.313924, 44.54601, 1, 1
256, 7, 3969, 7.725234, 2, 1.382091, 1, 1.985386, 2, 2.01749, 2, 2.340267, 71.81663, 99.81438, 84.77441, 99.79847, 1, 1
257, 7, 3403, 8.827251, 1, 2.249489, 2, 2.056354, 2, 2.363235, 2, 2.158173, 90.55898, 44.96524, 92.85561, 45.64806, 1, 1
258, 5, 3816, 5.212996, 2, 1.356437, 1, 1.951435, 1, 1.133537, 1, 0.771587, 33.21885, 98.08559, 30.98748, 103.9284, 1, 0
259, 8, 4917, 6.168545, 2, 1.346542, 2, 1.563683, 2, 1.237618, 2, 2.020702, 48.63885, 59.64874, 57.88695, 61.47831, 1, 1
260, 10, 13183, 10.64741, 4, 3.849785, 2, 3.358204, 2, 1.463547, 2, 1.975872, 59.58136, 9.091585, 44.85469, 26.2232, 0, 1
261, 11, 33762, 0.54179, -1e+06, -1e+06, 5, 6.065052, 6, -5.523262, -1e+06, -1e+06, -1e+06, 50.75374, 17.441, -1e+06, 0, 1
262, 8, 13369, 8.40247, 3, 3.494606, 1, 1.523602, 2, 0.615112, 2, 2.76915, 15.69778, 101.1612, 23.52779, 100.065, 1, 1
263, 6, 3928, 9.136547, 2, 2.075287, 2, 5.178894, 2, 1.882366, -1e+06, -1e+06, 29.88376, 60.20408, 20.06909, -1e+06, 1, 1
264, 6, 11253, 6.860596, 2, 1.574528, 2, 1.747696, 1, 1.462704, 1, 2.075668, 9.946278, 77.57071, 6.542251, 59.97853, 0, 1
265, 9, 4539, 10.29592, 2, 1.61306, 2, 3.751957, 3, 2.630886, 2, 2.300015, 77.0299, 81.38544, 91.13522, 91.95088, 1, 1
266, 9, 20822, 7.914897, 2, 1.624573, 2, 2.753753, 2, 2.341083, 3, 1.195488, 59.63383, 17.34679, 75.1016, 31.13416, 1, 1
267, 7, 28631, 5.26083, 3, 1.188546, 1, 2.022591, 1, -0.44117, 2, 2.490863, 80.7558, 29.14726, 100.2824, 20.88785, 1, 1
268, 4, 15489, 3.470298, 1, 2.554195, 2, 1.828109, -1e+06, -1e+06, 1, -0.912006, 4.95, 88.18255, -1e+06, 99, 1, 1
269, 8, 5207, 10.61979, 2, 2.851589, 2, 2.755161, 2, 1.5611, 2, 3.451939, 74.03759, 5.203419, 95.52556, 3.765203, 1, 1
270, 6, 4231, 9.143116, 2, 3.506676, 2, 3.106655, 2, 2.529785, -1e+06, -1e+06, 68.06408, 73.41594, 66.38491, -1e+06, 1, 1
271, 4, 8451, -1.227123, -1e+06, -1e+06, 2, 0.366318, 2, -1.593441, -1e+06, -1e+06, -1e+06, 13.02213, 68.42704, -1e+06, 0, 1
272, 16, 14582, 12.71739, 3, 0.80667, 2, 1.819912, 6, 3.460052, 5, 6.630753, 21.48549, 25.43449, 26.56019, 33.99152, 0, 1
273, 8, 21113, 4.678162, 1, 1.596642, 2, 0.963135, 2, 1.054535, 3, 1.06385, 30.26592, 56.7229, 19.96296, 75.37323, 1, 1
274, 8, 11284, 5.729361, 2, 1.072814, 2, 1.709583, 2, 0.54261, 2, 2.404354, 57.19419, 92.35295, 51.47916, 99.74986, 1, 1
275, 8, 15652, 6.479965, 2, 1.446594, 2, 0.807156, 2, 1.661354, 2, 2.564861, 35.48716, 62.39471, 51.76439, 59.35091, 0, 1
276, 10, 6622, 13.91082, 2, 2.073407, 2, 2.985645, 4, 4.568252, 2, 4.283516, 67.88322, 19.74861, 96.16254, 14.70792, 0, 1
277, 8, 7151, 7.450078, 2, 2.179798, 3, 0.220967, 1, 3.326447, 2, 1.722866, 54.63588, 79.59998, 75.84202, 88.84727, 1, 1
278, 8, 4045, 5.180828, 2, 1.263962, 2, 1.168449, 2, 1.468373, 2, 1.280044, 0.823724, 56.2633, 4.391597, 69.79377, 1, 0
279, 9, 3351, 8.977856, 3, 2.185451, 2, 1.797222, 2, 2.407635, 2, 2.587548, 58.14102, 44.39108, 77.26646, 30.12727, 1, 1
280, 7, 2640, 9.440045, 1, 0.872414, 2, 4.322407, 2, 2.316147, 2, 1.929077, 32.46448, 31.90196, 39.39365, 15.39958, 1, 1
281, 6, 3433, 9.82896, 1, 3.206306, 1, 1.892593, 2, 2.383431, 2, 2.34663, 64.74526, 14.13383, 60.31713, 29.97061, 1, 1
282, 8, 7189, 5.565796, 2, 1.314915, 2, 1.062992, 2, 0.773231, 2, 2.414658, 44.33974, 86.88229, 51.53915, 85.83158, 1, 1
283, 8, 4695, 8.538795, 2, 2.126137, 2, 3.650569, 2, 1.30394, 2, 1.458149, 36.57203, 53.05117, 13.70992, 39.81752, 1, 1
284, 7, 9909, 7.268662, 1, 1.517529, 2, 2.542469, 2, 1.476292, 2, 1.732372, 89.1483, 77.69166, 86.16278, 70.70614, 1, 1
285, 7, 6608, 7.35347, 2, 1.043579, 2, 2.611184, 1, 2.005909, 2, 1.692798, 47.32605, 91.76404, 47.663, 96.33862, 1, 1
286, 9, 22647, 9.109428, 2, 4.051827, 2, 2.320888, 3, 0.162582, 2, 2.574131, 15.55356, 71.08109, -133.2773, 98.68501, 0, 1
287, 7, 12150, 12.52778, 2, 3.21032, 2, 4.093693, 1, 2.326786, 2, 2.896984, 11.34648, 91.17538, 37.33664, 72.05115, 1, 1
288, 4, 5677, -0.36779, 1, -0.685066, -1e+06, -1e+06, 2, 0.567783, 1, -0.250507, 13.2, -1e+06, 26.64563, 82.5, 1, 1
289, 10, 30464, 8.479985, 3, 0.374157, 2, 1.252449, 3, 3.679093, 2, 3.174286, 93.10653, 79.96887, 76.13893, 67.58215, 1, 1
290, 8, 6063, 5.938468, 2, 1.888923, 2, 1.257595, 2, 1.303902, 2, 1.488048, 13.3362, 68.7341, 2.03804, 52.70583, 1, 1
291, 7, 10533, 4.619278, 2, 2.120644, 3, 1.236877, 1, 0.056328, 1, 1.205429, 41.73129, 32.79802, 55.05708, -0.3046058, 0, 0
292, 6, 14995, 4.986421, -1e+06, -1e+06, 2, 1.843926, 2, 0.822434, 2, 2.320061, -1e+06, 26.76446, 82.7538, 23.02702, 1, 1
293, 7, 6727, 7.435299, 1, 1.790806, 2, 3.443771, 2, 0.587673, 2, 1.613049, 35.9528, 54.63884, 20.08989, 44.88657, 0, 1
294, 7, 11433, 5.287315, 1, 0.312248, 2, 2.025303, 2, 0.504913, 2, 2.444851, 0.4617891, 61.42232, 13.26346, 55.15509, 1, 0
295, 9, 15438, 4.044712, 2, 1.375896, 3, 0.155319, 2, 0.713253, 2, 1.800244, 1.341097, 35.8558, 6.483641, 12.3761, 1, 0
296, 6, 11100, 4.745586, 2, 1.862835, 2, 1.841999, 1, 1.831398, 1, -0.790646, 94.95077, 81.61893, 103.8292, 85.64151, 1, 0
297, 7, 3836, 5.708, 2, 1.575993, 2, 1.566513, 2, 1.745998, 1, 0.819496, 18.17158, 12.62843, 35.08494, 3.428257, 1, 1
298, 7, 26250, 12.41153, -1e+06, -1e+06, 3, 7.271389, 2, 2.773877, 2, 2.366265, -1e+06, 94.29929, 44.65499, 83.93092, 1, 1
299, 6, 22658, 3.363605, 2, 1.290973, 2, 3.051716, 1, -0.721081, 1, -0.258003, 97.00974, 103.1313, 95.30791, 103.16, 1, 0
300, 9, 27317, 12.49884, 2, 3.726383, 2, 1.997837, 2, 4.972553, 3, 1.802067, 75.65806, 82.00876, 94.35173, 86.59376, 1, 1
301, 7, 9078, 8.029659, 2, 0.975666, 1, 2.710918, 3, 2.18607, 1, 2.157005, 76.84643, 66.16866, 78.23941, 60.09361, 1, 1
302, 7, 7925, 8.347198, 1, 2.077213, 2, 2.324394, 2, 1.403073, 2, 2.542518, 34.79418, 92.53918, 39.8361, 99.7865, 1, 1
303, 7, 3257, 6.782207, 2, 2.324646, 1, 1.551468, 2, 0.582687, 2, 2.323406, 50.23699, 96.23618, 31.89609, 77.08826, 1, 1
304, 9, 7351, 8.616151, 2, 0.199982, 2, 3.691487, 3, 3.114552, 2, 1.61013, 56.32094, 39.86504, 90.38777, 43.22497, 0, 1
305, 9, 21818, 12.4707, 3, -0.050259, 2, 3.468636, 2, 2.194935, 2, 6.857392, 34.3674, 99.11283, 44.70485, 64.1434, 1, 1
306, 4, 25013, -2.138714, 2, -0.96075, -1e+06, -1e+06, 1, -0.716965, 1, -0.460999, 98.14335, -1e+06, 64.35, 80.85, 0, 1
307, 9, 24924, 6.534557, 3, 2.881832, 2, 1.087471, 2, 1.183357, 2, 1.381897, 12.55006, 33.06484, 19.90122, 26.77107, 0, 1
308, 7, 5360, 7.884952, 2, 1.908905, 2, 2.737865, 1, 1.361443, 2, 1.876739, 6.666499, 11.97305, 24.60637, 27.45024, 1, 1
309, 6, 2812, 7.894436, 1, 2.646824, 2, 2.463173, 1, 0.925827, 2, 1.858612, 32.22199, 90.74924, 14.21813, 79.87186, 1, 1
310, 4, 11263, -2.737049, 2, -1.283402, -1e+06, -1e+06, 1, -0.918022, 1, -0.535625, 99.34042, -1e+06, 31.35, 74.25, 1, 1
311, 7, 3392, 7.969509, 2, 1.905037, 2, 1.642452, 2, 2.13773, 1, 2.28429, 67.54897, 56.5512, 47.84534, 47.70764, 1, 1
312, 11, 34620, 11.6852, 2, 0.299679, 2, 2.407299, 3, 3.229065, 4, 5.74916, 27.0522, 21.8983, 11.3868, 32.68814, 0, 1
313, 5, 13655, 5.989071, 1, 0.881828, 2, 3.536385, 2, 1.570858, -1e+06, -1e+06, 56.1, 1.790189, 60.19478, -1e+06, 1, 1
314, 6, 2498, 7.661701, 2, 3.669964, 2, 1.828529, 1, 1.504219, 1, 0.658989, 61.11946, 10.82139, 67.95221, 11.57653, 1, 1
315, 12, 13090, 6.899224, 2, 0.133354, 5, 6.546265, 4, -0.159809, 1, 0.379414, 33.85945, 98.81557, 52.68808, 104.7247, 0, 0
316, 7, 4014, 4.609115, 2, 1.217129, 1, 0.60878, 2, 1.32751, 2, 1.455696, 36.75431, 13.77091, 38.827, 29.23247, 1, 1
317, 4, 24916, -3.356713, 2, -1.879032, -1e+06, -1e+06, 2, -1.477681, -1e+06, -1e+06, 70.18634, -1e+06, 58.4473, -1e+06, 1, 1
318, 5, 3417, 6.111011, 2, 0.961151, 1, 1.626598, 1, 1.537647, 1, 1.985615, 29.09154, 93.42538, 16.99777, 87.58803, 1, 1
319, 18, 30795, 16.86526, 5, 6.649013, 4, 4.622135, 4, 2.71391, 5, 2.880199, 53.05721, 30.95776, 72.14631, 53.03468, 0, 1
320, 9, 18244, 11.74471, 2, 2.762928, 2, 2.852452, 3, 3.764767, 2, 2.364563, 100.3671, 67.30835, 73.73766, 46.77021, 1, 1
321, 5, 5887, 6.361953, 1, 1.321499, 2, 1.781826, 1, 1.482471, 1, 1.776157, 26.33499, 21.25831, 35.05089, 40.25216, 1, 1
322, 8, 6610, 12.78702, 2, 2.772728, 3, 5.623527, 1, 2.771294, 2, 1.619468, 95.60042, 17.73199, 82.62533, 26.14887, 1, 1
323, 4, 12645, -0.757339, -1e+06, -1e+06, 2, -0.477516, 1, -0.351238, 1, 0.071415, -1e+06, 79.54386, 46.2, 64.35, 1, 1
324, 6, 10338, 4.773621, 2, 0.2094, 1, 2.139881, 1, 1.466206, 2, 0.958134, 43.91798, 11.13697, 32.09161, 17.97954, 1, 1
325, 6, 7814, 6.627498, -1e+06, -1e+06, 2, 3.293178, 2, 1.653088, 2, 1.681232, -1e+06, 33.39088, 82.86426, 31.05195, 1, 1
326, 9, 10865, 18.88193, 4, 3.26641, 1, 5.541641, 2, 4.528728, 2, 5.545155, 80.30939, 46.32931, 17.45422, 58.73093, 1, 1
327, 7, 5304, 8.152947, 1, 1.690136, 2, 2.831764, 2, 1.327561, 2, 2.303486, 55.78419, 93.95227, 55.48389, 79.10798, 1, 1
328, 8, 17465, 9.229722, 3, 3.416851, 2, 1.186108, 2, 3.581017, 1, 1.045746, 100.8261, 40.10641, 99.78688, 21.93357, 1, 1
329, 7, 3396, 9.13356, 2, 3.476463, 2, 2.351837, 2, 0.55912, 1, 2.74614, 19.66051, 50.75876, 37.99657, 61.57333, 1, 1
