Event Number, Hits, Delta t, QDC, Layer 1 Hits, Layer 1 QDC, Layer 2 Hits, Layer 2 QDC, Layer 3 Hits, Layer 3 QDC, Layer 4 Hits, Layer 4 QDC, x1 (cm), y1 (cm), x2 (cm), y2 (cm), Adjacent Cut, Edge Cut
7887, 7, 3548, 6.995403, 2, 2.089703, 1, 1.94194, 2, 1.480903, 2, 1.482857, 36.37886, 17.93375, 36.81283, 20.63084, 1, 1
7888, 8, 4384, 8.107307, 2, 1.838196, 2, 2.27446, 2, 1.085987, 2, 2.908664, 79.10332, 30.84255, 83.60133, 42.83664, 1, 1
7889, 4, 8271, -2.91344, 2, -1.197628, -1e+06, -1e+06, 2, -1.715812, -1e+06, -1e+06, 29.80754, -1e+06, 64.09921, -1e+06, 0, 1
7890, 7, 29607, 5.203247, -1e+06, -1e+06, 2, 1.106983, 3, 1.869743, 2, 2.226521, -1e+06, 14.34737, 83.12893, 39.82082, 1, 1
7891, 6, 4402, 5.533021, 1, 1.758923, 2, 1.920407, 2, 0.628616, 1, 1.225075, 12.93932, 64.10593, 11.16546, 68.39809, 1, 1
7892, 7, 5443, 7.570282, 1, 2.076473, 2, 2.254246, 2, 1.544102, 2, 1.695461, 7.159269, 68.4641, 11.29992, 42.19413, 1, 1
7893, 7, 15781, 5.816642, 3, 4.178711, 2, 2.490932, -1e+06, -1e+06, 2, -0.853001, 85.28955, 42.94663, -1e+06, 0.6059671, 0, 0
7894, 4, 20121, -1.672447, 1, 0.281284, 1, -0.540474, -1e+06, -1e+06, 2, -1.413257, 24.75, 41.25, -1e+06, 32.99282, 0, 1
7895, 8, 2560, 10.90062, 2, 2.449344, 2, 3.014904, 2, 2.741318, 2, 2.695049, 64.5735, 39.95982, 59.10786, 21.73279, 1, 1
7896, 17, 6753, 22.45487, 7, 7.573524, 4, 5.886445, 4, 3.632144, 2, 5.362755, 22.88447, 35.53, 50.22414, 27.62278, 0, 1
7897, 6, 3868, 8.981374, 2, 1.984139, 1, 1.787701, 1, 1.212723, 2, 3.996811, 84.42022, 8.515664, 92.24535, 3.200178, 1, 1
7898, 7, 4036, 7.421543, 1, 1.639294, 2, 1.673912, 2, 1.657509, 2, 2.450828, 36.83017, 29.73393, 27.33261, 55.77695, 1, 1
7899, 6, 1210, 5.462052, 1, 1.65028, 2, 2.477989, 2, 0.639283, 1, 0.6945, 64.50419, 2.253838, 65.68116, -0.2088518, 1, 0
7900, 6, 6357, 5.458287, 2, 2.066964, 1, 0.857311, 2, 0.82692, 1, 1.707092, 67.93737, 26.48869, 78.28927, 11.69435, 1, 1
7901, 7, 2177, 10.68221, 2, 2.419681, 2, 3.586968, 2, 0.618911, 1, 4.056648, 71.73282, 48.02742, 31.31703, 58.06074, 1, 1
7902, 7, 8174, 5.772641, 2, 1.010468, 1, 0.947414, 2, 1.598397, 2, 2.216362, 80.35014, 78.59173, 76.45647, 89.36644, 1, 1
7903, 7, 12033, 7.191647, 1, 0.837063, 2, 1.763882, 2, 1.578037, 2, 3.012665, 85.13421, 3.045687, 82.68867, 4.565337, 1, 1
7904, 6, 2227, 8.861003, -1e+06, -1e+06, 2, 3.815647, 2, 2.979145, 2, 2.066211, -1e+06, 43.84756, 93.45522, 45.85067, 1, 1
7905, 4, 33120, -1.956944, -1e+06, -1e+06, 2, -1.259141, 2, -0.697803, -1e+06, -1e+06, -1e+06, 34.26441, 43.19144, -1e+06, 0, 1
7906, 9, 6108, 12.69605, 3, 1.693745, 2, 3.810375, 2, 5.121941, 2, 2.069992, 22.23002, 28.77226, 42.47549, 20.98001, 0, 1
7907, 6, 4885, 9.739349, 2, 3.372932, 1, 3.399914, 2, 1.836418, 1, 1.130085, 75.21795, 95.94796, 31.18336, 71.10723, 1, 1
7908, 7, 4863, 9.805092, 1, 0.79607, 2, 2.540127, 3, 4.191147, 1, 2.277748, 81.65496, 58.8326, 89.37517, 55.13293, 1, 1
7909, 7, 23387, 15.98782, 3, 5.054729, 2, 5.760395, 2, 5.172699, -1e+06, -1e+06, 38.86397, 47.08321, 75.439, -1e+06, 1, 1
7910, 11, 22705, 7.688664, 2, -0.953682, 3, 2.066338, 2, 2.701984, 4, 3.874024, 70.12867, 76.02625, 102.3709, 101.4793, 0, 0
7911, 7, 4392, 8.842145, 2, 2.127899, 1, 2.530743, 2, 1.707737, 2, 2.475766, 55.09272, 18.38794, 73.30648, 5.121096, 0, 1
7912, 6, 7554, 10.31947, 1, 1.95208, 1, 3.311035, 2, 3.081665, 2, 1.974686, 48.87085, 78.26346, 23.12599, 69.66856, 1, 1
7913, 8, 7524, 12.82168, 2, 7.074181, 2, 3.047669, 2, 1.693607, 2, 1.006218, 101.4488, 65.04245, 97.63089, 65.0038, 1, 1
7914, 7, 5362, 4.231896, 2, 0.750004, 1, 1.406433, 2, 0.988209, 2, 1.08725, 9.270531, 47.88467, 8.863141, 36.65497, 1, 1
7915, 8, 15394, 5.263488, 2, 0.380714, 2, 1.700203, 2, -0.088181, 2, 3.270752, 4.197754, 9.056463, 14.04121, 3.101043, 1, 1
7916, 8, 7910, 5.258316, 1, 2.182465, 2, 0.82201, 2, 0.742035, 3, 1.511806, 27.2295, 72.06769, 29.14343, 70.29789, 1, 1
7917, 7, 4444, 5.1876, 2, 1.284516, 2, 1.493332, 2, 1.104912, 1, 1.30484, 25.02474, 67.11706, 22.0378, 69.05944, 1, 1
7918, 8, 3556, 5.174465, 2, 1.411632, 2, 0.904335, 2, 1.272201, 2, 1.586297, 4.456512, 55.03388, 1.773871, 43.64381, 1, 1
7919, 7, 14443, 6.321835, 2, 0.649658, 2, 2.67619, 1, 1.287983, 2, 1.708004, 26.85304, 11.30534, 22.91302, 18.69738, 1, 1
7920, 7, 8093, 6.644546, 2, 0.027729, 2, 2.938808, 1, 1.837982, 2, 1.840027, 64.35772, 103.1157, 77.20262, 94.03037, 0, 0
7921, 8, 4371, 5.782406, 2, 1.47836, 2, 0.7972, 2, 2.145816, 2, 1.36103, 13.77387, 57.04227, 24.85878, 51.6017, 1, 1
7922, 7, 7046, 5.069187, 1, 0.666412, 2, 1.203831, 2, 1.723362, 2, 1.475582, 31.00136, 82.1533, 55.92727, 75.1519, 1, 1
7923, 8, 20395, 8.857681, 3, 1.926578, 2, 3.004445, 3, 3.926658, -1e+06, -1e+06, 19.65398, 87.23724, 65.6273, -1e+06, 0, 1
7924, 6, 5592, 3.09525, -1e+06, -1e+06, 3, 0.000508, 1, 1.465458, 2, 1.629284, -1e+06, 3972.008, 36.3, 48.75653, 1, 1
7925, 8, 4719, 10.44868, 2, 3.085583, 2, 3.534023, 2, 1.107483, 2, 2.721596, 40.11945, 96.369, 32.49841, 63.44339, 1, 1
7926, 7, 4332, 10.49623, 1, 1.909779, 2, 1.593887, 2, 1.36425, 2, 5.628315, 67.76322, 53.0132, 59.67665, 63.2236, 1, 1
7927, 4, 23502, -2.255165, 2, -1.004616, -1e+06, -1e+06, 1, -0.725319, 1, -0.52523, 32.42748, -1e+06, 64.35, 44.55, 0, 1
7928, 9, 4005, 10.13909, 3, 3.024467, 2, 4.44883, 2, 0.488437, 2, 2.17736, 38.11699, 58.91334, 42.3744, 63.0156, 0, 1
7929, 8, 12421, 3.461314, 2, 0.509411, 2, 0.34497, 2, 1.073131, 2, 1.533802, 29.20186, 53.45499, 37.5166, 65.69809, 1, 1
7930, 6, 21904, 4.226861, 2, 2.005314, 2, 1.308945, 1, 1.818642, 1, -0.90604, 52.05067, 58.49477, 65.85377, 42.19763, 1, 1
7931, 7, 13627, 6.387639, 2, 3.772709, 2, 3.708931, -1e+06, -1e+06, 3, -1.094001, 84.12727, 59.6183, -1e+06, 4.832791, 0, 1
7932, 7, 6451, 7.754776, 2, 1.878303, 1, 2.016869, 2, 1.799332, 2, 2.060272, 80.12374, 17.34404, 59.03476, 10.10805, 1, 1
7933, 9, 9590, 4.807002, 3, -1.964188, 2, 2.285724, 2, 2.505726, 2, 1.97974, 54.31191, 41.86947, 55.15251, 45.89329, 0, 1
7934, 7, 1465, 5.681854, 2, 1.726432, 2, 1.448723, 2, 1.409642, 1, 1.097057, 21.47885, 59.59801, 16.7097, 62.11086, 1, 1
7935, 8, 2908, 9.225681, 2, 2.155262, 2, 2.57235, 2, 2.340156, 2, 2.157913, 82.9553, 71.88822, 74.56909, 51.64984, 1, 1
7936, 9, 11384, 9.8115, 2, 0.86338, 3, 2.600498, 2, 4.626045, 2, 1.721577, 1.610446, 37.10944, 10.7077, 66.31305, 0, 1
7937, 5, 2568, 6.439757, 2, 2.979171, 1, 1.090488, 1, 0.932953, 1, 1.437145, 23.42194, 13.55748, 30.72002, 9.835653, 1, 1
7938, 8, 10996, 10.06239, 2, 3.652488, 2, 1.482468, 2, 2.754722, 2, 2.172711, 84.9807, 48.54426, 92.78516, 50.71263, 1, 1
7939, 8, 15268, 9.078355, 2, 2.018784, 2, 2.695378, 2, 1.980644, 2, 2.383549, 19.23798, 34.00241, 23.79878, 52.8943, 1, 1
7940, 8, 11102, 10.55623, -1e+06, -1e+06, 2, 2.912483, 4, 4.11647, 2, 3.527279, -1e+06, 0.2402958, 26.77767, 23.69902, 1, 0
7941, 7, 5509, 4.015141, 2, -0.015877, 1, 1.853027, 2, 0.787816, 2, 1.390175, 5.835229, 101.1311, 15.75702, 95.41429, 1, 1
7942, 8, 7716, 11.11448, 3, 5.596744, 2, 1.875145, 1, 0.998985, 2, 2.643604, 42.21903, 74.95125, 33.78264, 65.14788, 0, 1
7943, 6, 6376, 7.178784, 2, 1.61467, 1, 1.917931, 2, 2.275768, 1, 1.370415, 10.94505, 97.76536, 1.690264, 101.9932, 1, 0
7944, 9, 5172, 11.83044, 2, 3.388031, 3, 5.073086, 2, 1.876282, 2, 1.493046, 100.8878, 15.6544, 99.88498, 26.96186, 0, 1
7945, 5, 3153, 4.975975, 1, 1.428032, 1, 1.494164, 2, 0.96759, 1, 1.086189, 10.84872, 101.8231, 3.019765, 101.5329, 1, 1
7946, 9, 29179, 3.026303, 3, 0.685746, 3, 0.532074, 1, 0.726063, 2, 1.08242, 6.332168, 13.4799, 4.21966, 22.20236, 1, 1
7947, 7, 11938, 3.349079, 2, 1.36504, 1, 1.599945, 2, -0.140576, 2, 0.52467, 28.50477, 48.82983, 17.52517, 57.2456, 1, 1
7948, 8, 5052, 6.653628, 1, 0.918358, 2, 0.945358, 2, 1.38182, 3, 3.408092, 8.868053, 55.09039, 22.4493, 66.92341, 0, 1
7949, 10, 4453, 14.0709, 2, 1.38916, 3, 5.1166, 2, 1.914841, 3, 5.650299, 34.64868, 26.60782, 44.11971, 32.1455, 0, 1
7950, 8, 41283, 4.414589, 2, 2.185734, 3, -0.222351, 2, 0.353493, 1, 2.097713, 82.85977, 83.69358, 81.49138, 63.90096, 1, 1
7951, 5, 3669, 4.710868, 1, -0.536293, 1, 1.744888, 1, 1.510452, 2, 1.991821, 52.00311, 67.98162, 46.72616, 56.49801, 1, 1
7952, 9, 19142, 9.516701, 2, -0.278652, 3, 3.765004, 2, 3.70829, 2, 2.322059, 30.55496, 83.86527, 53.61452, 81.04122, 1, 1
7953, 7, 4077, 6.26183, 1, 2.622849, 2, 2.000618, 2, 0.399006, 2, 1.239357, 24.30646, 93.6786, 39.22986, 103.9434, 1, 0
7954, 6, 8555, 7.071225, 2, 0.807484, 1, 2.040257, 1, 1.613739, 2, 2.609745, 42.28227, 95.98007, 52.18294, 97.4546, 1, 1
7955, 7, 4343, 3.526237, 2, 0.424148, 1, 0.287907, 2, 0.997356, 2, 1.816826, 29.4943, 26.57131, 25.36012, 26.36821, 1, 1
7956, 7, 2859, 10.82742, 2, 3.288616, 1, 2.800789, 2, 2.354183, 2, 2.383831, 84.04933, 32.11809, 60.1554, 36.3972, 1, 1
7957, 6, 11657, 9.670358, 3, 7.164509, 2, 1.818734, 1, 0.687115, -1e+06, -1e+06, 91.43951, 56.91921, 103.95, -1e+06, 0, 0
7958, 5, 18328, -0.281105, -1e+06, -1e+06, 2, -0.143761, 3, -0.137344, -1e+06, -1e+06, -1e+06, 50.02437, 3.473453, -1e+06, 0, 0
7959, 5, 5152, 6.942196, 1, 2.355728, 2, 2.033833, -1e+06, -1e+06, 2, 2.552635, 49.5, 15.46119, -1e+06, 47.85442, 1, 1
7960, 5, 19903, 2.662838, -1e+06, -1e+06, 2, 1.590683, 3, 1.072155, -1e+06, -1e+06, -1e+06, 44.71907, 59.30197, -1e+06, 0, 1
7961, 5, 5335, 7.223978, 2, 4.022393, 1, 2.245644, 2, 0.955941, -1e+06, -1e+06, 85.94222, 67.65, 72.17235, -1e+06, 1, 1
7962, 10, 3536, 9.081254, 3, 2.970539, 3, 2.430344, 2, 2.277233, 2, 1.403138, 72.58161, 21.10132, 84.87218, 26.97646, 0, 1
7963, 6, 1928, 6.772381, 2, 2.703995, 2, 1.768715, 1, 1.284855, 1, 1.014816, 3.421317, 7.584446, 7.543777, 5.183077, 1, 1
7964, 7, 35967, 3.471679, 2, -0.218205, 2, 0.892742, 2, 0.555912, 1, 2.24123, 26.49144, 53.63992, 32.56903, 62.25981, 0, 1
7965, 7, 10212, 4.807785, 2, 0.827034, 2, 1.373825, 2, 0.310867, 1, 2.296059, 15.46172, 57.51654, 21.5821, 59.66868, 1, 1
7966, 7, 6486, 7.801007, 1, 0.399395, 2, 2.30299, 2, 3.22369, 2, 1.874932, 49.93603, 50.88283, 23.01119, 49.27175, 1, 1
7967, 7, 3565, 4.845273, 2, 1.256626, 2, 0.874604, 2, 1.11557, 1, 1.598473, 7.690907, 49.42117, 10.53594, 61.2266, 1, 1
7968, 8, 21261, 7.601848, 2, 2.974797, 3, 1.339774, 1, 1.820168, 2, 1.467109, 101.2598, 89.81977, 97.09203, 86.3664, 1, 1
7969, 7, 6837, 6.187359, 2, 2.09895, 2, 1.028606, 2, 1.666622, 1, 1.393181, 63.90899, 80.19388, 42.48726, 72.74616, 1, 1
7970, 4, 3244, 10.50547, 1, 3.246895, 1, 2.386623, 1, 2.763977, 1, 2.107979, 85.14626, 73.80891, 98.25219, 91.54111, 1, 1
7971, 6, 24129, 7.205875, 1, 0.915134, 2, 1.630825, 1, 2.545372, 2, 2.114544, 80.52011, 67.37268, 90.04765, 59.04658, 1, 1
7972, 8, 14501, 9.864552, 3, 2.552505, 2, 1.970147, 1, 2.345085, 2, 2.996815, 70.19256, 94.74932, 75.83545, 98.63626, 1, 1
7973, 6, 2927, 10.37393, 2, 2.111728, 1, 2.69809, 2, 3.675735, 1, 1.888378, 86.68016, 93.99879, 91.10822, 77.03883, 1, 1
7974, 9, 21181, 7.827656, 3, 0.211552, 1, 2.099751, 3, 1.246109, 2, 4.270244, -104.2651, 84.89201, 25.29919, 79.56259, 0, 1
7975, 7, 5165, 8.468218, 2, 2.000083, 1, 1.976158, 2, 2.067195, 2, 2.424782, 80.00902, 33.44108, 52.7052, 23.05152, 1, 1
7976, 9, 18012, 6.555539, 2, 2.25607, 2, 2.483181, 3, 0.885807, 2, 0.930481, 100.854, 16.5756, 80.73195, 8.429616, 1, 1
7977, 7, 14112, 6.957794, 2, 3.158897, 1, 0.747303, 2, 1.737942, 2, 1.313652, 23.24542, 63.2652, 10.17185, 84.51892, 1, 1
7978, 11, 12934, 12.7599, 2, 3.129463, 4, 6.307595, 2, 1.555016, 3, 1.767826, 78.40167, 15.00543, 61.44653, 1.792126, 0, 0
7979, 18, 23045, 21.24522, 4, 3.70726, 7, 6.266536, 4, 6.965954, 3, 4.30547, 33.52605, 59.73682, 56.04429, 60.29494, 0, 1
7980, 8, 6604, 3.361301, 2, 0.942211, 2, 1.076831, 2, 0.717415, 2, 0.624844, 15.02408, 93.91382, 12.67536, 102.7721, 1, 0
7981, 6, 20634, 5.808151, 1, 2.04541, 2, 0.41106, 2, 1.22913, 1, 2.122551, 47.40989, 102.2702, 57.77383, 91.79442, 1, 1
7982, 7, 6533, 9.724747, 2, 2.754871, 2, 1.792336, 2, 2.809288, 1, 2.368252, 37.85883, 30.81122, 72.23634, 7.581853, 1, 1
7983, 7, 3230, 4.785595, 2, 1.150566, 2, 0.977852, 1, 1.59919, 2, 1.057987, 5.256015, 79.24523, 16.19275, 80.94722, 1, 1
7984, 8, 4233, 7.181788, 2, 1.646774, 2, 2.130493, 2, 2.214714, 2, 1.189807, 49.4669, 86.76368, 54.24487, 75.8588, 1, 1
7985, 8, 4510, 9.660038, 1, 1.83049, 3, 4.815479, 2, 1.496834, 2, 1.517235, 71.03503, 50.78182, 55.89949, 47.60317, 1, 1
7986, 18, 34031, 10.72338, 1, 2.481678, 4, 2.597526, 7, 2.878394, 6, 2.765786, 23.47125, 61.63244, 18.83832, 52.49083, 0, 0
7987, 9, 15772, 6.624826, 2, 2.230175, 3, 0.988068, 2, 1.663735, 2, 1.742848, 52.74574, 26.07049, 23.13799, 13.94925, 1, 1
7988, 7, 8882, 4.992611, 2, 0.58424, 2, 2.011406, 1, 0.701206, 2, 1.695759, 56.77473, 37.55093, 52.82864, 44.59703, 1, 1
7989, 9, 11796, 3.628463, 2, 0.558419, 2, 1.55912, 2, 0.742183, 3, 0.768741, 29.60002, 17.63491, 35.15817, 12.94105, 1, 1
7990, 8, 5709, 8.172431, 2, 2.265152, 2, 1.342933, 2, 1.334373, 2, 3.229973, 62.25002, 81.04333, 67.6903, 95.65386, 1, 1
7991, 8, 18831, 7.179372, 3, -0.497322, 2, 3.062027, 2, 1.798657, 1, 2.81601, 56.95417, 97.0271, 22.55257, 85.30678, 1, 1
7992, 11, 6046, 12.34713, 3, 1.427177, 6, 7.497421, 2, 3.422535, -1e+06, -1e+06, 63.308, 34.72647, 69.64065, -1e+06, 0, 1
7993, 9, 26899, 4.719963, 3, -0.051713, 2, 1.974529, 2, 0.606984, 2, 2.190163, 65.49424, 103.0488, 46.36562, 103.8021, 1, 0
7994, 9, 2896, 10.8976, 2, 4.204608, 4, 1.067565, 1, 2.108383, 2, 3.517048, 24.71229, 74.06812, 18.8735, 33.77493, 1, 1
7995, 13, 28126, 18.2979, 4, 5.931099, 4, 6.30539, 3, 2.727879, 2, 3.33353, 83.93546, 51.46355, 96.7677, 25.27874, 0, 1
7996, 8, 3399, 9.929467, 2, 1.419964, 2, 3.219673, 2, 2.949025, 2, 2.340805, 71.77044, 73.9618, 83.8982, 86.85484, 1, 1
7997, 9, 18310, 9.37656, 2, 1.745216, 3, 2.120307, 2, 2.197758, 2, 3.313279, 56.9524, 46.55102, 24.18216, 55.05573, 1, 1
7998, 8, 2392, 9.625832, 2, 1.352974, 2, 3.901554, 2, 1.922596, 2, 2.448708, 93.7479, 83.57184, 92.4624, 64.79208, 1, 1
7999, 5, 1874, 8.223751, 1, 1.837475, 1, 2.149632, 1, 1.352798, 2, 2.883846, 33.59067, 81.14157, 40.54257, 93.14221, 1, 1
8000, 8, 4890, 7.86134, 2, 2.799824, 1, 1.824379, 3, 1.218548, 2, 2.018589, 71.61771, 46.83238, 77.18659, 61.06223, 1, 1
8001, 8, 8786, 5.105785, 2, 1.636718, 2, 0.250233, 2, 1.735756, 2, 1.483078, 38.63882, 27.54475, 53.01102, 33.27891, 1, 1
8002, 6, 3029, 6.926129, 1, 1.569794, 2, 2.248558, 2, 1.416348, 1, 1.691429, 82.70921, 73.06254, 87.66849, 64.46203, 1, 1
8003, 7, 6114, 7.891639, 2, 1.283089, 2, 1.952175, 1, 1.334793, 2, 3.321582, 44.85239, 51.39678, 38.48227, 57.70507, 1, 1
8004, 6, 2926, 9.223064, 1, 0.232452, 2, 2.751404, 1, 2.563255, 2, 3.675953, 66.20096, 50.82466, 54.74977, 76.70158, 1, 1
8005, 7, 3126, 6.267952, 2, 1.278038, 2, 1.773804, 2, 1.756939, 1, 1.459171, 78.20029, 29.28425, 85.66563, 18.37094, 0, 1
8006, 6, 17320, 6.132832, -1e+06, -1e+06, 2, 1.255756, 2, 3.736622, 2, 1.140454, -1e+06, 76.4041, 97.10164, 87.38559, 0, 1
8007, 6, 18094, 7.093212, 1, 3.400776, 2, 3.3671, 3, 0.325336, -1e+06, -1e+06, 3.3, 7.482412, 8.24894, -1e+06, 1, 1
8008, 8, 6198, 9.776603, 2, 4.247364, 2, 2.720951, 2, 0.517486, 2, 2.290802, 12.11907, 97.78398, 32.9444, 102.4309, 1, 0
8009, 8, 5735, 9.350014, 3, 2.084953, 2, 2.643387, 1, 2.361942, 2, 2.259732, 59.72149, 63.58808, 74.72999, 70.2131, 1, 1
8010, 6, 4187, 5.038108, 1, 0.71207, 1, 1.637905, 2, 1.050797, 2, 1.637336, 25.26791, 95.88928, 33.87226, 91.05411, 1, 1
8011, 7, 3811, 9.288127, 1, 2.795921, 2, 2.343475, 2, 0.707714, 2, 3.441017, 61.28145, 87.80861, 40.19662, 86.3481, 1, 1
8012, 7, 8927, 9.121406, 2, 0.900795, 2, 3.437927, 1, 0.772518, 2, 4.010166, 31.23653, 98.34848, 26.8347, 102.1381, 1, 1
8013, 8, 7755, 14.71564, 3, 6.300332, 2, 4.935692, 1, 1.614174, 2, 1.865441, 88.80917, 46.76479, 86.47861, 70.83998, 1, 1
8014, 7, 14680, 3.7108, 2, 1.457275, 2, 2.020138, 3, 0.233387, -1e+06, -1e+06, 32.29133, 96.90351, 62.1957, -1e+06, 0, 1
8015, 7, 4283, 9.494015, 1, 3.19643, 2, 2.881615, 2, 1.644654, 2, 1.771316, 80.93547, 35.85146, 67.66637, 34.74063, 1, 1
8016, 5, 4190, 6.577667, 2, 1.415996, 1, 1.229404, 1, 1.302338, 1, 2.629929, 54.42092, 24.33853, 71.56183, 22.96668, 1, 1
8017, 8, 26639, 5.989211, 2, 2.600613, 2, 0.424392, 2, 1.299072, 2, 1.665134, 62.41776, 69.03615, 70.19825, 78.89135, 1, 1
8018, 7, 4742, 6.253266, 2, 1.020386, 2, 2.385128, 1, 1.101738, 2, 1.746014, 34.43097, 8.794048, 49.68189, 6.630491, 1, 1
8019, 8, 6460, 8.918285, 2, 2.223248, 2, 1.600971, 2, 2.732208, 2, 2.361858, 13.16293, 44.19514, 2.210333, 79.07927, 1, 1
8020, 8, 2853, 8.36686, 2, 2.326698, 2, 1.745064, 2, 2.418068, 2, 1.87703, 61.93115, 15.37268, 32.91969, 12.88421, 1, 1
8021, 8, 9060, 10.00257, 2, 4.028202, 2, 2.043652, 2, 1.926979, 2, 2.003739, 79.71146, 71.83392, 79.75044, 54.43161, 1, 1
8022, 8, 6101, 10.59102, 2, 2.593056, 2, 3.70412, 2, 1.755856, 2, 2.537987, 60.13975, 35.04486, 96.50804, 40.25767, 1, 1
8023, 4, 8240, -0.251019, -1e+06, -1e+06, 2, 0.844272, 1, -0.947227, 1, -0.148064, -1e+06, 76.2487, 67.65, 23.1, 1, 1
8024, 8, 19719, 4.497017, 3, -0.043049, 2, 1.398442, 1, 0.700687, 2, 2.440937, -178.5279, 89.24808, 58.55961, 95.90711, 0, 1
8025, 10, 19735, -4.444447, -1e+06, -1e+06, 7, -3.311673, -1e+06, -1e+06, 3, -1.132774, -1e+06, 31.85914, -1e+06, 19.51094, 0, 1
8026, 7, 20088, 8.575312, 3, 5.067642, 2, 2.490699, 2, 1.016971, -1e+06, -1e+06, 26.34071, 77.20091, 25.25485, -1e+06, 1, 1
8027, 4, 16988, -1.62524, -1e+06, -1e+06, 2, -0.35836, 2, -1.26688, -1e+06, -1e+06, -1e+06, 53.58216, 55.89925, -1e+06, 0, 1
8028, 6, 3003, 6.457523, 1, 1.678673, 2, 2.631252, 2, 1.138748, 1, 1.00885, 23.87306, 11.46294, 8.151755, 12.57751, 1, 1
8029, 10, 33868, 8.845962, 2, 2.035156, 2, 3.994892, 3, 1.876282, 3, 0.939632, 86.62516, 61.20379, 100.8717, 50.42014, 1, 0
8030, 9, 4054, 8.177956, 2, 0.407223, 2, 1.622272, 3, 4.199666, 2, 1.948795, 70.40343, 44.52967, 69.82661, 62.9469, 0, 1
8031, 4, 25529, -3.10149, 1, -1.359776, 1, -0.630157, 2, -1.111557, -1e+06, -1e+06, 66, 1.65, 96.14943, -1e+06, 1, 1
8032, 7, 4363, 5.445434, 1, 1.420151, 2, 1.423641, 2, 1.043102, 2, 1.55854, 5.589097, 64.57453, 18.32072, 72.3092, 1, 1
8033, 8, 18196, 4.442665, 2, 0.85749, 2, 0.505089, 2, 0.927273, 2, 2.152813, 22.93661, 72.37042, 19.00529, 78.37726, 1, 1
8034, 4, 18776, 2.503517, 1, 1.416855, 1, -0.831505, 2, 1.918167, -1e+06, -1e+06, 69.3, 26.4, 71.2051, -1e+06, 1, 1
8035, 8, 2328, 6.654836, 2, 1.40089, 2, 2.999993, 2, 0.422345, 2, 1.831608, 8.0256, 74.32012, 4.604525, 75.03579, 1, 1
8036, 4, 2721, 5.961613, 1, 2.064976, 1, 1.298088, 1, 1.421299, 1, 1.17725, 15.89542, 11.56084, 23.54593, 14.07006, 1, 1
8037, 8, 5592, 5.218898, 2, 1.029301, 2, 1.107273, 2, 1.636615, 2, 1.445709, 65.38784, 33.61249, 78.31561, 41.56414, 1, 1
8038, 7, 4609, 10.13995, 1, 3.029758, 2, 2.981518, 2, 1.34655, 2, 2.782123, -0.3108126, 51.00898, 31.25237, 70.61053, 1, 0
8039, 7, 3410, 7.187197, 2, 1.520622, 2, 2.028377, 1, 0.362762, 2, 3.275436, 55.9886, 68.78988, 38.45854, 42.36833, 1, 1
8040, 6, 4205, 8.24517, 2, 1.949352, 2, 2.859993, 1, 2.164402, 1, 1.271423, 5.676679, 59.34107, 12.38129, 77.52672, 1, 1
8041, 8, 5334, 15.29657, 2, 5.795902, 2, 4.993584, 2, 2.31023, 2, 2.19685, 90.01677, 24.98392, 61.74021, 1.149565, 1, 1
8042, 6, 4275, 6.420326, 2, 0.847229, 2, 2.223034, 1, 1.327835, 1, 2.022228, 30.54029, 52.49624, 25.13313, 40.08082, 1, 1
8043, 8, 15981, 10.92706, 3, 1.07388, 3, 6.661293, 2, 3.191883, -1e+06, -1e+06, 29.49668, 59.38958, 0.483752, -1e+06, 0, 0
8044, 7, 20660, 5.382478, 1, 1.750992, 2, 0.282425, 2, 2.098145, 2, 1.250916, 60.21584, 14.1139, 64.22432, 32.0199, 1, 1
8045, 4, 9869, 8.469264, 2, 4.827854, 1, 3.253471, 1, 0.387939, -1e+06, -1e+06, 74.13111, 97.35, 59.4, -1e+06, 1, 1
8046, 7, 18458, 5.909417, 2, 1.685318, 2, 1.031666, 2, 2.32914, 1, 0.863293, 74.46884, 40.13179, 59.82893, 43.26167, 1, 1
8047, 11, 3238, 18.4916, 4, 10.7206, 4, 5.762298, 2, 0.955612, 1, 1.053093, 35.83133, 34.03248, 20.05938, 11.32469, 0, 1
8048, 6, 3274, 3.660671, 1, 0.931774, 2, 0.493679, 1, 1.409946, 2, 0.825272, 13.00249, 82.54983, 19.63725, 76.88108, 1, 1
8049, 7, 9879, 5.173961, 2, 2.409916, 2, 1.800632, 2, -0.12796, 1, 1.091373, 17.08809, 22.30162, 2.481826, 5.822492, 1, 1
8050, 7, 1946, 6.660591, 1, 1.283184, 2, 1.751667, 2, 1.448128, 2, 2.177612, 34.42751, 82.39844, 33.02264, 78.7092, 1, 1
8051, 7, 3302, 8.872025, 2, 3.069718, 2, 2.061943, 1, 2.451099, 2, 1.289265, 58.57907, 50.97312, 76.70914, 40.73888, 1, 1
8052, 8, 8334, 7.231819, 2, 2.148338, 2, 1.688911, 2, 2.329914, 2, 1.064656, 64.9921, 70.4867, 87.62938, 71.24664, 1, 1
8053, 6, 1529, 7.53267, 2, 4.043736, 1, 1.758896, 2, 0.420769, 1, 1.309269, 7.968561, 9.090823, 4.545488, -0.6340979, 1, 0
