Event Number, Hits, Delta t, QDC, Layer 1 Hits, Layer 1 QDC, Layer 2 Hits, Layer 2 QDC, Layer 3 Hits, Layer 3 QDC, Layer 4 Hits, Layer 4 QDC, x1 (cm), y1 (cm), x2 (cm), y2 (cm), Adjacent Cut, Edge Cut
12786, 8, 9273, 8.973034, 2, 1.407329, 2, 3.536026, 2, 1.925591, 2, 2.104088, 50.90443, 76.50744, 36.93982, 90.77463, 1, 1
12787, 4, 13275, -1.01717, 1, -1.188068, -1e+06, -1e+06, 3, 0.170898, -1e+06, -1e+06, 82.5, -1e+06, 27.08152, -1e+06, 0, 1
12788, 5, 3918, 4.337237, -1e+06, -1e+06, 2, 0.086273, 1, 2.247726, 2, 2.003238, -1e+06, 90.50852, 8.25, 93.35142, 1, 1
12789, 7, 10545, 5.968033, 1, 2.110916, 2, 1.788349, 2, 0.989155, 2, 1.079613, 101.0893, 89.14346, 93.1384, 79.97177, 1, 1
12790, 6, 2422, 8.597091, 1, 0.802361, 1, 1.281654, 2, 1.214485, 2, 5.298591, 51.77586, 59.70499, 39.96665, 57.60686, 1, 1
12791, 9, 7873, 11.38284, 2, 1.773495, 3, 3.810203, 2, 3.193615, 2, 2.605526, 39.28932, 92.29159, 71.51925, 78.66033, 1, 1
12792, 4, 22775, 1.063414, 2, -2.296128, -1e+06, -1e+06, 1, 0.846027, 1, 2.513515, 17.16615, -1e+06, 34.65, 95.7, 1, 1
12793, 6, 4098, 5.142514, 2, 1.056157, 2, 2.480774, 1, 1.474403, 1, 0.13118, 47.858, 83.83698, 56.49667, 82.07166, 1, 1
12794, 9, 11195, 7.375816, 2, 2.193027, 2, 0.947727, 3, 1.959736, 2, 2.275326, 11.20053, 79.82234, 7.140441, 91.65984, 1, 1
12795, 7, 4525, 7.961751, 2, 2.002121, 2, 2.204407, 1, 1.909634, 2, 1.845589, 40.43147, 22.37427, 24.37159, 39.591, 0, 1
12796, 7, 5385, 6.885898, 1, 2.058968, 1, 1.69368, 3, 1.80199, 2, 1.33126, 33.83669, 23.21925, 26.60409, 34.70892, 0, 1
12797, 7, 3119, 6.810436, 1, 2.160183, 2, 1.800572, 2, 0.992546, 2, 1.857135, 30.83495, 88.79865, 41.59666, 87.69583, 1, 1
12798, 9, 31387, 6.936001, 2, 1.66948, 3, 2.385318, 2, 1.374756, 2, 1.506447, 16.44621, 63.11917, 31.48895, 55.75985, 0, 1
12799, 8, 4996, 6.531204, 2, 1.857311, 2, 1.578102, 2, 1.174435, 2, 1.921356, 65.10865, 12.95135, 66.66502, 28.37004, 1, 1
12800, 14, 4367, 10.0953, 4, 3.955029, 6, 3.113995, 2, 1.876251, 2, 1.150021, 86.71153, 80.834, 78.55675, 69.79966, 0, 1
12801, 7, 3730, 8.688118, 2, 2.77195, 1, 1.927319, 2, 2.69588, 2, 1.292969, 60.11695, 51.40408, 61.6362, 55.29229, 1, 1
12802, 6, 3842, 7.692455, 2, 1.340843, 1, 1.102077, 1, 3.043259, 2, 2.206276, 38.78301, 55.01019, 51.68089, 64.03011, 1, 1
12803, 6, 3690, 7.334699, 1, 2.154118, 2, 1.606312, 2, 2.125039, 1, 1.44923, 84.28438, 23.59349, 76.56645, 22.52388, 1, 1
12804, 12, 4458, 19.6559, 4, 5.044338, 5, 7.055267, 1, 5.282642, 2, 2.273652, 86.98098, 75.27698, 80.75855, 79.31212, 0, 1
12805, 6, 9313, 2.811124, 2, -0.123863, 1, 2.475052, 2, 0.660672, 1, -0.200737, 16.08907, 7.896796, 30.82171, 0.8171814, 1, 0
12806, 8, 17064, 12.72223, 2, 6.521058, 2, 1.813927, 1, 3.541088, 3, 0.846153, 103.1434, 13.3931, 104.253, 9.066632, 1, 0
12807, 5, 2084, 5.237305, 1, 1.813385, 2, 0.86607, 1, 1.207874, 1, 1.349976, 33.78317, 24.1742, 38.26461, 14.42139, 1, 1
12808, 8, 2067, 10.8461, 2, 1.54332, 2, 3.098362, 2, 2.655548, 2, 3.54887, 95.22748, 82.07541, 90.46701, 87.12044, 1, 1
12809, 4, 19998, -2.063668, -1e+06, -1e+06, 2, -1.356289, 2, -0.707379, -1e+06, -1e+06, -1e+06, 71.39815, 34.83837, -1e+06, 0, 1
12810, 8, 10289, 11.29954, 1, 2.54237, 2, 1.430489, 2, 1.091557, 3, 6.235123, 88.04501, 73.73464, 96.45824, 58.98546, 0, 0
12811, 4, 5709, 6.146404, -1e+06, -1e+06, 2, 1.938633, 1, 2.114784, 1, 2.092987, -1e+06, 70.93771, 13.2, 67.65, 1, 1
12812, 8, 32830, 7.437279, 2, 1.305489, 2, 2.872768, 2, 3.302624, 2, -0.043602, 78.17197, 100.7141, 97.05267, 96.84552, 0, 1
12813, 7, 7431, 11.53526, 1, 2.339897, 2, 5.969082, 3, 1.924816, 1, 1.301468, 33.32842, 46.98519, 37.30435, 0.4338569, 0, 0
12814, 8, 2274, 6.787922, 2, 1.641628, 2, 2.902016, 2, 0.88813, 2, 1.356148, 22.23599, 67.51944, 21.58196, 46.90696, 1, 1
12815, 7, 14992, 8.805835, 2, 3.981617, 2, 6.301597, -1e+06, -1e+06, 3, -1.477379, 81.85746, 89.88176, -1e+06, 66.15137, 0, 1
12816, 8, 26160, 3.42847, 3, -0.991028, 2, 2.362267, 2, 0.650989, 1, 1.406242, 56.3447, 26.7672, 39.49146, 25.41271, 1, 1
12817, 7, 5989, 5.446434, 2, 1.264095, 1, 2.232578, 2, 0.704991, 2, 1.24477, 40.96829, 27.43805, 49.22508, 29.17786, 1, 1
12818, 9, 40142, -2.595486, -1e+06, -1e+06, 5, -1.057366, 3, -1.295269, 1, -0.242851, -1e+06, 53.0579, 31.2102, 61.05, 0, 1
12819, 8, 4035, 5.352443, 2, 1.711773, 2, 1.093326, 2, 1.048889, 2, 1.498455, 29.84241, 19.86082, 19.59735, 26.90497, 1, 1
12820, 7, 2408, 7.87957, 1, 1.812328, 2, 2.886414, 2, 1.369259, 2, 1.811569, 4.729379, 50.62546, 18.70152, 49.85499, 1, 1
12821, 7, 6602, 6.780841, 1, 1.059589, 2, 1.185073, 2, 1.66301, 2, 2.873169, 80.50092, 31.81117, 74.61848, 26.48888, 1, 1
12822, 8, 15881, 10.02337, 1, -1.398155, 3, 5.73545, 4, 5.686077, -1e+06, -1e+06, 64.35, 101.4883, 1.950375, -1e+06, 1, 0
12823, 8, 19136, 11.65052, 1, 4.001102, 2, 3.415016, 4, 2.403125, 1, 1.831276, 100.6729, 98.15173, 86.18653, 103.3753, 1, 0
12824, 6, 3473, 3.777298, 2, 2.04351, -1e+06, -1e+06, 2, 0.896645, 2, 0.837143, 60.64645, -1e+06, 59.59255, 9.27275, 1, 1
12825, 5, 6397, 5.330353, -1e+06, -1e+06, 2, 1.840752, 2, 2.101921, 1, 1.38768, -1e+06, 49.32562, 74.91446, 37.95, 0, 1
12826, 6, 12110, 4.477783, -1e+06, -1e+06, 2, 1.988605, 2, 1.379791, 2, 1.109387, -1e+06, 32.19663, 17.30331, 18.96333, 1, 1
12827, 9, 33025, 7.573111, 3, 1.463508, 1, 1.662872, 2, 2.698536, 3, 1.748195, 72.40349, 78.87421, 99.75275, 58.29541, 0, 1
12828, 5, 1796, 9.722195, 1, 2.219631, 2, 3.207745, 1, 2.53236, 1, 1.762459, 35.84847, 48.34417, 15.57711, 45.90256, 1, 1
12829, 6, 6762, 6.822473, 2, 1.560101, 2, 2.037083, -1e+06, -1e+06, 2, 3.225289, 24.04967, 41.00083, -1e+06, 44.63594, 1, 1
12830, 8, 4142, 11.57698, 2, 3.027405, 2, 2.434944, 2, 3.867973, 2, 2.246655, 103.3838, 59.01279, 82.50526, 70.3931, 1, 0
12831, 4, 4362, 4.739212, 1, 1.617256, 1, 1.787884, 2, 1.334072, -1e+06, -1e+06, 6.6, 8.25, 29.12016, -1e+06, 1, 1
12832, 9, 17711, 14.22989, 2, 2.147637, 2, 3.418892, 2, 3.209065, 3, 5.4543, 8.495661, 33.61906, 28.0595, 77.00651, 1, 1
12833, 10, 25815, 8.459461, 4, 0.795776, 2, 2.662487, 2, 1.705711, 2, 3.295487, 18.40888, 19.91595, 69.73636, 17.56539, 1, 1
12834, 8, 16634, 4.451636, 3, 1.432061, 2, -0.207782, 2, 1.890885, 1, 1.336472, 40.87061, 17.65895, 4.926106, 25.02524, 0, 1
12835, 7, 2522, 9.064587, 1, 2.365063, 2, 1.728108, 2, 3.410496, 2, 1.56092, 82.88572, 62.51573, 72.75905, 53.13914, 1, 1
12836, 7, 3058, 5.722787, 2, 1.502865, 2, 2.574776, 1, 0.426361, 2, 1.218785, 51.71861, 15.09866, 40.01736, 14.28156, 1, 1
12837, 4, 12067, 1.339351, 1, -0.993839, 1, 0.02914, -1e+06, -1e+06, 2, 2.30405, 89.1, 24.75, -1e+06, 33.15427, 1, 1
12838, 6, 10486, 7.283135, 1, 1.758163, 2, 2.323101, 2, 1.026074, 1, 2.175797, 72.28928, 11.21984, 60.62763, 16.77558, 1, 1
12839, 9, 37940, 6.012286, 2, 0.854092, 3, 0.974468, 2, 3.101665, 2, 1.082061, 35.81443, 70.49381, 52.94894, 84.95007, 1, 1
12840, 8, 18755, 8.21719, 2, 1.99712, 2, 3.163166, 3, 2.166565, 1, 0.890339, 23.88419, 29.96559, 7.270878, 18.50477, 1, 1
12841, 8, 23378, 9.632576, 3, 3.490311, 1, 0.663189, 2, 2.826706, 2, 2.65237, 92.76405, 17.29895, 57.22002, 41.16498, 1, 1
12842, 12, 23671, 11.49095, 2, 3.367187, 4, 2.421056, 2, 3.542152, 4, 2.160553, 28.02083, 43.87263, 7.094387, 23.64433, 0, 1
12843, 7, 5098, 4.973603, 2, 0.464894, 2, 1.720352, 1, 1.865776, 2, 0.922581, 52.74211, 63.0746, 48.36198, 65.99852, 1, 1
12844, 7, 3906, 10.77163, 2, 2.278229, 2, 3.524159, 1, 2.613853, 2, 2.355392, 88.71666, 29.21146, 77.31425, 40.13919, 1, 1
12845, 6, 2498, 5.309612, 2, 1.446167, 2, 1.331436, 2, 2.532009, -1e+06, -1e+06, 37.3195, 70.12956, 0.9072166, -1e+06, 1, 0
12846, 7, 3424, 8.052373, 2, 1.278435, 2, 2.739849, 2, 1.004395, 1, 3.029694, 33.08664, 49.11542, 45.29248, 44.75291, 1, 1
12847, 7, 5161, 9.296452, 1, 2.604687, 2, 2.467441, 2, 2.214707, 2, 2.009617, 40.19081, 74.14778, 57.20611, 70.89977, 1, 1
12848, 4, 22738, -2.070557, 1, -0.856606, 1, -0.285915, 1, -0.328354, 1, -0.599682, 69.21434, 72.94699, 90.02339, 30.64288, 1, 1
12849, 5, 1514, 5.30117, -1e+06, -1e+06, 2, 2.023037, 1, 1.576851, 2, 1.701282, -1e+06, 68.34327, 82.5, 54.99894, 1, 1
12850, 9, 39651, 9.056644, -1e+06, -1e+06, 3, 6.079914, 4, 0.27227, 2, 2.70446, -1e+06, 21.12648, -28.61656, 35.03447, 0, 0
12851, 8, 3620, 8.043227, 2, 2.200657, 2, 2.676052, 2, 1.201423, 2, 1.965095, 23.64897, 44.85251, 41.43665, 23.14093, 1, 1
12852, 7, 3050, 6.902372, 1, 1.267086, 2, 1.530045, 2, 2.157006, 2, 1.948235, 38.18952, 64.807, 38.62525, 56.66126, 1, 1
12853, 6, 3646, 5.772989, 2, 1.409474, 1, 2.654339, 1, 0.501366, 2, 1.20781, 19.66708, 100.7628, 15.47823, 103.8312, 1, 0
12854, 23, 51885, -8.234815, -1e+06, -1e+06, 7, -1.318065, -1e+06, -1e+06, 16, -6.91675, -1e+06, 34.96699, -1e+06, 37.9599, 0, 0
12855, 6, 16859, 7.177754, -1e+06, -1e+06, 2, 1.049072, 2, 3.325745, 2, 2.802937, -1e+06, 101.42, 32.18721, 87.59225, 1, 1
12856, 8, 15829, 2.550309, 2, 0.054806, 2, 1.588894, 2, 0.017647, 2, 0.888962, 25.64386, 2.716419, 34.9035, 11.62856, 0, 1
12857, 7, 4357, 6.455403, 2, 1.487663, 1, 1.633095, 2, 2.348633, 2, 0.986012, 57.75962, 38.55182, 61.1293, 33.34988, 1, 1
12858, 6, 29699, 5.100246, 1, 1.416191, 2, 0.880196, 1, 1.441116, 2, 1.362743, 46.80528, 15.28726, 45.42115, 31.62303, 1, 1
12859, 7, 5608, 12.79349, 2, 5.283673, 2, 3.164955, 2, 1.872341, 1, 2.472523, 27.01007, 3.344709, 54.19592, 22.02306, 1, 1
12860, 6, 3659, 9.929912, 1, 2.708523, 2, 2.394317, 2, 1.308399, 1, 3.518673, 59.20313, 88.07064, 67.03096, 66.90891, 1, 1
12861, 8, 4215, 8.195168, 2, 1.969028, 2, 2.567967, 2, 1.671139, 2, 1.987034, 68.4289, 55.63327, 45.13813, 54.33739, 1, 1
12862, 7, 4510, 6.052316, 2, 1.057163, 1, 2.651455, 2, 0.927651, 2, 1.416047, 46.20649, 75.72548, 36.18211, 75.3408, 1, 1
12863, 6, 4892, 4.893203, 2, 0.453178, 2, 1.942574, 1, 0.985954, 1, 1.511497, 37.35416, 3.833003, 38.7825, 18.28566, 1, 1
12864, 8, 4885, 5.499069, 2, 1.270103, 2, 2.104267, 2, 1.304211, 2, 0.820488, 40.25355, 40.02932, 45.22848, 41.39461, 1, 1
12865, 6, 1606, 10.2929, 2, 2.447212, 2, 3.471477, 1, 1.691387, 1, 2.682827, 97.51076, 89.98494, 75.2875, 85.90875, 1, 1
12866, 7, 7249, 4.004653, 2, 1.102584, 1, 1.104351, 2, 1.066658, 2, 0.73106, 49.27512, 58.19775, 39.68614, 52.04554, 1, 1
12867, 7, 3848, 5.938967, 2, 0.998531, 2, 1.24068, 2, 1.406959, 1, 2.292797, 26.8265, 80.24061, 28.6924, 93.59847, 1, 1
12868, 5, 27817, -1.345803, 1, -0.479721, 2, 0.469234, 1, -0.789185, 1, -0.546131, 24.60498, 4.930165, 73.17072, 99.94727, 1, 1
12869, 7, 13761, 7.255019, 2, 2.406669, 2, 3.944011, 2, 1.44587, 1, -0.541531, 54.68894, 9.200331, 74.85638, 0.4030146, 1, 0
12870, 9, 6729, 9.79873, 2, 3.710255, 2, 1.921742, 2, 1.705513, 3, 2.46122, 39.35717, 13.69194, 24.22453, 54.19974, 1, 1
12871, 6, 1122, 6.60763, 2, 1.296985, -1e+06, -1e+06, 2, 3.248531, 2, 2.062114, 33.22889, -1e+06, 10.68205, 10.48733, 1, 1
12872, 8, 3233, 6.707196, 2, 2.46624, 2, 2.710034, 2, 0.637741, 2, 0.893181, 15.67831, 83.91911, 16.19875, 95.03458, 1, 1
12873, 5, 10639, 2.522686, 2, 0.776817, -1e+06, -1e+06, 2, 0.559822, 1, 1.186047, 4.723177, -1e+06, 18.23454, 18.15, 1, 1
12874, 9, 14676, 2.450283, 2, -0.075443, 2, 0.918846, 3, -0.074215, 2, 1.681095, 25.32975, 12.59964, -169.9759, 5.047556, 0, 1
12875, 4, 4249, 2.939292, 1, 1.535667, 2, 1.704353, 1, -0.300728, -1e+06, -1e+06, 23.1, 95.72591, 34.65, -1e+06, 1, 1
12876, 8, 18138, 6.590389, 2, 1.497368, 2, 2.861725, 2, 0.586422, 2, 1.644874, 33.28081, 37.24661, 20.24355, 38.65996, 1, 1
12877, 15, 4823, 15.57232, 3, 4.831474, 5, 4.491099, 3, 2.491031, 4, 3.758721, 48.21712, 47.94385, 56.04658, 53.166, 0, 1
12878, 5, 2874, 7.513337, -1e+06, -1e+06, 2, 4.40469, 1, 2.049561, 2, 1.059086, -1e+06, 0.5585473, 9.9, 33.2726, 1, 0
12879, 10, 21390, 9.696296, 3, 2.581936, 2, 1.867256, 2, 2.713851, 3, 2.533253, 75.7973, 60.15178, 99.94898, 31.06725, 0, 1
12880, 8, 5794, 11.07167, 2, 2.043819, 2, 3.547119, 2, 3.115051, 2, 2.365681, 70.38864, 43.75766, 78.92427, 75.05785, 1, 1
12881, 8, 5071, 6.057816, 2, 1.250897, 2, 1.674397, 2, 1.799865, 2, 1.332657, 84.33095, 10.02522, 66.14135, 2.666462, 1, 1
12882, 7, 3984, 6.207927, 2, 1.584347, 2, 1.867984, 1, 1.669147, 2, 1.086449, 83.93985, 25.89958, 71.03678, 21.99221, 1, 1
12883, 8, 21265, 6.113153, 3, -0.280986, 1, 3.0103, 2, 1.672757, 2, 1.711082, 119.9422, 84.6456, 31.53551, 53.77229, 0, 1
12884, 8, 6366, 9.358025, 2, 2.093296, 2, 1.197548, 2, 2.48394, 2, 3.583241, 64.98574, 25.59849, 61.721, 24.80037, 1, 1
12885, 6, 10939, 4.015713, 2, 2.098953, 1, 0.232021, 1, 0.313496, 2, 1.371243, 65.3852, 20.40574, 68.85805, 20.18718, 1, 1
12886, 19, 27784, 21.80838, 8, 7.748086, 7, 11.08497, 4, 2.975319, -1e+06, -1e+06, 9.576484, 69.41718, 36.08277, -1e+06, 0, 0
12887, 7, 3328, 6.889256, 1, 0.678616, 2, 1.672634, 2, 2.832825, 2, 1.705181, 24.58426, 31.15076, 6.755199, 23.45968, 1, 1
12888, 6, 2165, 7.436849, 2, 1.197358, 2, 2.778252, 1, 1.665497, 1, 1.795742, 34.2506, 20.27775, 21.17435, 33.07449, 0, 1
12889, 9, 34442, 8.449643, 3, 0.509606, 2, 3.602268, 2, 2.2519, 2, 2.085869, -7.775682, 60.38203, 7.091674, 91.56755, 0, 1
12890, 8, 6891, 6.397686, 2, 2.202122, 2, 2.140659, 2, 0.403507, 2, 1.651398, 40.57902, 63.77687, 40.14434, 56.50334, 1, 1
12891, 8, 6227, 9.371102, 2, 2.986325, 2, 0.956276, 2, 1.926582, 2, 3.501919, 33.64595, 80.0886, 59.11255, 74.63877, 1, 1
12892, 6, 6214, 6.574029, 2, 1.913914, -1e+06, -1e+06, 2, 1.911465, 2, 2.74865, 35.41729, -1e+06, 55.40875, 40.9622, 1, 1
12893, 9, 14434, 8.087104, 3, 0.864444, 1, -0.362007, 2, 3.398853, 3, 4.185814, 8.982201, 3.482668, 10.0177, 4.575961, 0, 0
12894, 6, 15968, 5.511525, 2, -0.211425, 1, 3.392708, 1, 0.720768, 2, 1.609474, 56.47751, 33.40207, 58.50806, 43.14219, 1, 1
12895, 9, 16289, 8.264031, 2, 1.443699, 3, 1.783452, 2, 2.224262, 2, 2.812618, 41.75471, 70.06864, 38.0247, 95.76306, 1, 1
12896, 9, 5873, 8.752427, 2, 1.481461, 3, 1.551666, 2, 2.779309, 2, 2.939991, 6.773706, 99.85909, 5.363187, 57.66507, 1, 1
12897, 5, 3936, 4.403077, 2, 0.368092, -1e+06, -1e+06, 2, 1.697094, 1, 2.337891, 38.94267, -1e+06, 24.04527, 42.9, 1, 1
12898, 8, 1918, 10.34674, 2, 2.234959, 2, 2.455346, 2, 2.782364, 2, 2.874073, 56.86218, 79.8628, 36.26974, 98.78539, 1, 1
12899, 8, 4501, 6.780945, 2, 1.33421, 2, 1.456402, 2, 2.336227, 2, 1.654106, 75.82831, 11.6476, 81.86137, 19.73874, 1, 1
12900, 6, 6552, 13.8974, 2, 3.839001, 1, 2.867558, 2, 3.536136, 1, 3.654709, 38.85806, 39.05507, 57.29604, 62.0044, 1, 1
12901, 5, 39783, 2.724961, 2, 2.514057, 1, 1.207253, 1, -0.485786, 1, -0.510563, 98.25565, 95.87157, 86.08983, 102.7861, 1, 1
12902, 7, 5399, 5.78487, 2, 1.960957, 3, 2.991489, 2, 0.832424, -1e+06, -1e+06, 2.663727, 18.92459, 16.10064, -1e+06, 0, 0
12903, 8, 5271, 7.467608, 2, 1.492591, 2, 2.565528, 2, 1.356918, 2, 2.052571, 56.16453, 47.83474, 74.34616, 49.11411, 1, 1
12904, 8, 13488, 5.967259, 2, 1.942997, 3, 1.253933, 2, 1.266648, 1, 1.503681, 39.78379, 36.8959, 43.65645, 29.65479, 1, 1
12905, 8, 4892, 8.013245, 2, 2.392952, 2, 2.568486, 2, 1.191326, 2, 1.860481, 53.84472, 29.72156, 12.13611, 43.76588, 1, 1
12906, 14, 27871, 9.362144, 4, 5.558418, 3, 1.420593, 4, 1.116379, 3, 1.266754, 28.82833, 41.97512, 89.11007, 16.29101, 0, 1
12907, 4, 17443, -0.716103, 1, 0.401283, 1, -0.082165, 2, -1.035221, -1e+06, -1e+06, 36.3, 77.55, 45.78155, -1e+06, 0, 1
12908, 7, 3105, 6.99746, 2, 2.573864, 1, 0.203335, 2, 1.318931, 2, 2.90133, 3.899857, 54.41303, 25.24141, 21.42576, 1, 1
12909, 9, 3885, 10.17926, 2, 0.401687, 2, 1.179394, 3, 5.869693, 2, 2.728489, 41.46114, 36.16046, 48.16808, 54.29768, 1, 1
12910, 8, 23384, 8.402103, 3, 1.791068, 1, 3.172531, 2, 1.951729, 2, 1.486775, 83.80182, 77.94817, 102.5333, 91.58828, 0, 1
12911, 5, 4599, 5.99054, 1, 1.308281, 1, 2.053841, 2, 1.055641, 1, 1.572777, 89.24534, 100.6316, 82.73093, 102.2177, 1, 1
12912, 6, 20862, 5.804288, 1, 2.246422, 3, 1.224053, 2, 2.333813, -1e+06, -1e+06, 16.5, 75.43495, 1.256767, -1e+06, 1, 0
12913, 10, 28134, 5.033882, 2, 1.54768, 2, 1.697437, 3, 0.315197, 3, 1.473568, 14.28315, 33.30106, 43.51349, 24.07244, 1, 1
12914, 7, 2965, 8.597274, 1, 2.615051, 2, 2.258762, 2, 1.750595, 2, 1.972866, 38.14863, 95.45515, 51.68646, 73.01807, 1, 1
12915, 13, 44623, 7.362121, 3, 0.672287, 2, 0.33461, 5, 3.884178, 3, 2.471046, 47.9624, 54.8224, 69.94483, 55.52429, 0, 1
12916, 6, 4741, 11.30352, -1e+06, -1e+06, 2, 7.554466, 2, 2.684139, 2, 1.064914, -1e+06, 10.62506, 59.97341, -0.6867064, 0, 1
12917, 5, 5382, 4.957206, 1, 1.332405, 1, 1.613155, 2, 0.892914, 1, 1.118732, 31.02102, 0.7878372, 25.25997, -0.6522986, 1, 0
12918, 8, 28129, 7.842391, 1, 2.183315, 3, 1.627696, 2, 1.591923, 2, 2.439457, 101.9604, 61.00096, 98.79487, 83.78383, 1, 1
12919, 7, 4573, 7.730464, 2, 1.47147, 2, 1.247791, 2, 2.347469, 1, 2.663734, 56.9119, 13.86133, 64.13037, 34.79494, 1, 1
12920, 7, 24147, 10.44377, 2, 3.220295, 3, 3.832444, 2, 3.391033, -1e+06, -1e+06, 9.22952, 50.71111, 5.953857, -1e+06, 1, 1
12921, 10, 32077, 17.16728, 2, 3.529712, 2, 4.327, 1, 2.553967, 5, 6.756599, 81.09595, 78.87322, 99.92591, 43.04015, 1, 1
12922, 7, 4801, 9.724406, 2, 2.787178, 1, 2.715065, 2, 1.885616, 2, 2.336547, 48.47555, 14.11045, 16.75274, 36.37255, 1, 1
12923, 4, 6143, -2.355202, 1, -1.323399, 1, -0.181351, 2, -0.850452, -1e+06, -1e+06, 79.2, 75.9, 85.91008, -1e+06, 0, 1
12924, 8, 6912, 11.5461, 2, 3.662415, 2, 3.056851, 2, 3.093876, 2, 1.732956, 98.46688, 24.72944, 102.8229, 46.02382, 1, 0
12925, 7, 31387, 8.737468, 2, 0.81755, 1, 2.352638, 2, 2.852318, 2, 2.714962, 85.02799, 78.61625, 94.32389, 93.65303, 1, 1
12926, 6, 7817, 8.526083, 2, 2.89973, 1, 1.271152, 2, 2.08007, 1, 2.275131, 61.00581, 57.26559, 79.58771, 62.55911, 1, 1
12927, 11, 23778, 15.48385, 5, 8.041812, 4, 3.143489, 2, 4.298549, -1e+06, -1e+06, 76.4985, 71.07578, 101.4328, -1e+06, 0, 1
12928, 7, 14811, 11.64339, -1e+06, -1e+06, 3, 7.619064, 4, 4.024322, -1e+06, -1e+06, -1e+06, 101.4755, 71.59472, -1e+06, 0, 0
12929, 9, 27295, 6.013248, 2, 2.228054, 2, 0.936454, 2, 0.584679, 3, 2.264061, 14.8416, 60.0471, 33.74664, 35.64046, 1, 1
12930, 5, 1798, 4.410148, 1, 1.519272, 1, 2.020927, 2, 0.736328, 1, 0.133621, 20.97281, 92.28862, 26.576, 97.6032, 1, 1
12931, 9, 3142, 8.313889, 3, 5.133309, 2, 0.253269, 2, 2.919831, 2, 0.00748, 2.179716, 28.18001, 2.952755, 32.04203, 1, 0
12932, 4, 12162, -1.813294, -1e+06, -1e+06, 1, -0.63221, -1e+06, -1e+06, 3, -1.181084, -1e+06, 79.2, -1e+06, 40.25064, 0, 1
12933, 9, 29092, 7.914351, 3, 0.745197, 2, 1.400097, 2, 2.840274, 2, 2.928783, 59.68462, 28.89346, 74.86786, 36.03137, 0, 1
12934, 5, 5878, 4.580285, 2, 0.878716, 1, 0.344864, 1, 1.147999, 1, 2.208706, 33.78702, 55.23406, 27.94647, 73.66182, 1, 1
12935, 7, 3167, 8.810937, 2, 1.982353, 2, 3.076004, 2, 1.773385, 1, 1.979195, 39.30351, 82.80009, 36.33995, 79.26691, 1, 1
12936, 8, 29614, 7.866342, 2, 1.260716, 2, 2.119683, 2, 2.646046, 2, 1.839897, 10.08235, 61.01195, 32.13478, 70.10311, 1, 1
12937, 7, 6131, 6.376694, 2, 1.471344, 1, 2.021656, 2, 0.63773, 2, 2.245964, 5.384101, 21.79347, 13.95836, 37.76078, 1, 1
12938, 8, 9763, 8.743146, 2, 0.773724, 2, 2.728394, 2, 3.366639, 2, 1.874389, 9.817624, 1.784672, 7.300473, 1.692844, 1, 1
12939, 7, 11399, 7.749795, 1, -1.454651, 2, 4.574631, 2, 3.281239, 2, 1.348576, 99.22404, 31.69559, 97.41024, 22.07349, 1, 1
12940, 5, 28536, 0.637269, -1e+06, -1e+06, 2, 0.248761, -1e+06, -1e+06, 3, 0.388508, -1e+06, 104.7573, -1e+06, 142.4789, 0, 1
12941, 8, 9468, 7.68981, 2, 0.927528, 2, 3.231754, 2, 1.575809, 2, 1.954719, 37.80132, 98.09787, 37.59368, 88.69945, 1, 1
12942, 8, 2540, 10.73777, 2, 4.496758, 2, 3.006542, 2, 2.038525, 2, 1.195945, 64.52081, 4.833072, 67.00104, 0.8099194, 1, 0
12943, 7, 8997, 6.232034, 2, 1.555702, 2, 1.718377, 2, 1.797253, 1, 1.160702, 48.63281, 21.46803, 49.50352, 14.34107, 1, 1
12944, 13, 25385, 16.0753, 3, 3.352505, 2, 3.940773, 7, 9.112412, 1, -0.330391, 35.72517, 79.52057, 5.605143, 39.1778, 0, 0
12945, 5, 5721, 6.268352, 1, 1.616852, 2, 2.465797, 2, 2.185703, -1e+06, -1e+06, 34.65, 89.35269, 69.14513, -1e+06, 1, 1
12946, 14, 29539, -8.9832, 12, -10.16562, -1e+06, -1e+06, 2, 1.182419, -1e+06, -1e+06, 48.85572, -1e+06, 45.24144, -1e+06, 0, 1
12947, 8, 6280, 8.653661, 2, 2.171413, 2, 2.725411, 2, 1.045483, 2, 2.711354, 49.00835, 44.44491, 54.57736, 68.15166, 1, 1
12948, 9, 16017, 5.74498, 2, 0.907582, 2, 2.891456, 3, 0.69828, 2, 1.247662, 71.67433, 3.43844, 63.27931, 12.42793, 1, 1
12949, 4, 12292, -1.648716, 1, -0.502464, 1, -0.280064, -1e+06, -1e+06, 2, -0.866188, 56.1, 47.85, -1e+06, 43.62556, 1, 1
12950, 6, 5705, 4.68708, 1, 1.187588, 2, 1.130432, 1, 1.125858, 2, 1.243202, 33.84661, 32.20085, 32.67528, 14.99544, 1, 1
12951, 6, 3651, 9.551036, 2, 2.763698, 1, 2.278099, 1, 1.785778, 2, 2.723461, 82.55994, 14.88427, 77.16289, 36.68811, 1, 1
12952, 7, 11738, 4.388492, 2, 1.106262, 1, 1.077114, 2, 0.889122, 2, 1.315994, 12.47082, 65.77448, 13.12333, 67.00777, 1, 1
