Event Number, Hits, Delta t, QDC, Layer 1 Hits, Layer 1 QDC, Layer 2 Hits, Layer 2 QDC, Layer 3 Hits, Layer 3 QDC, Layer 4 Hits, Layer 4 QDC, x1 (cm), y1 (cm), x2 (cm), y2 (cm), Adjacent Cut, Edge Cut
3425, 9, 22284, 4.047238, 2, -0.133316, 2, 2.868874, 2, 0.652954, 3, 0.658726, 27.41282, 61.09666, 30.26121, 59.94181, 0, 1
3426, 8, 12535, 7.619294, 2, 1.061764, 2, 1.868454, 2, 2.020638, 2, 2.668438, 45.04449, 88.37631, 33.19277, 103.2377, 1, 0
3427, 6, 9206, 5.282313, 1, -0.785744, 3, 3.081344, 1, 1.731945, 1, 1.254768, -0.1152181, 70.55361, 10.7217, 76.72478, 1, 0
3428, 8, 26382, 5.077403, 3, 0.18087, 2, 2.022953, 1, 1.473083, 2, 1.400497, 30.37696, 58.88218, 19.82612, 42.54715, 1, 1
3429, 5, 2841, 7.419582, 1, 2.061817, 1, 1.958706, 1, 1.737, 2, 1.662059, 95.5486, 35.85056, 98.14852, 36.32692, 1, 1
3430, 7, 18575, 10.30428, 1, 2.392166, 2, 2.611381, 2, 2.123531, 2, 3.1772, 77.02815, 82.0863, 75.14638, 44.46137, 1, 1
3431, 8, 2614, 8.194058, 2, 1.527054, 2, 1.980827, 2, 2.248677, 2, 2.4375, 83.40462, 92.10771, 76.85776, 87.67286, 1, 1
3432, 7, 3356, 9.920734, 2, 3.233334, 2, 1.785957, 1, 1.606918, 2, 3.294525, 69.77426, 46.49544, 78.23566, 26.35873, 1, 1
3433, 7, 3826, 10.25394, 2, 1.725708, 2, 3.253021, 2, 3.527424, 1, 1.747787, 38.72045, 9.723629, 7.73787, 24.86742, 1, 1
3434, 22, 22331, 41.50919, 4, 18.71119, 8, 10.59746, 6, 10.88015, 4, 1.320389, 102.5564, 27.90719, 93.93065, 24.24977, 0, 0
3435, 8, 8955, 6.934872, 2, 1.431088, 3, 2.262191, 1, 1.361805, 2, 1.879788, 88.8191, 35.31718, 87.21568, 37.66273, 0, 1
3436, 9, 6790, 9.819329, 2, 2.028859, 4, 2.829864, 1, 2.383244, 2, 2.577362, 29.31488, 23.12607, 22.30297, 65.86752, 1, 1
3437, 8, 22639, 12.55712, 3, 2.821354, 2, 4.092186, 1, 3.476109, 2, 2.167469, 6.359225, 35.62694, 28.91587, 16.52048, 0, 1
3438, 7, 5760, 7.025749, 2, 1.094379, 1, 1.818302, 2, 1.981259, 2, 2.131809, 11.13744, 15.4417, 7.717834, 0.5659844, 0, 0
3439, 8, 3519, 7.384063, 2, 1.065323, 2, 1.355209, 2, 2.577316, 2, 2.386215, 73.39195, 55.10985, 78.43095, 59.58988, 1, 1
3440, 8, 6955, 18.54923, 2, 4.512081, 2, 4.287018, 2, 4.090584, 2, 5.659546, 42.90057, 17.67016, 65.29629, 65.9684, 1, 1
3441, 15, 27507, 14.84523, 4, 3.546509, 4, 3.831836, 4, 4.455303, 3, 3.011577, 90.00372, 91.20432, 73.90968, 78.64124, 0, 1
3442, 33, 37431, 22.6928, 8, 3.356021, 8, 10.34775, 7, 4.608342, 10, 4.380688, 34.01559, 61.83863, 56.68184, 56.83057, 0, 0
3443, 4, 12666, -2.476899, 2, -0.973305, -1e+06, -1e+06, 2, -1.503594, -1e+06, -1e+06, 71.41137, -1e+06, 12.44622, -1e+06, 0, 1
3444, 7, 4760, 8.981843, 2, 1.844857, 2, 2.393902, 1, 2.121284, 2, 2.6218, 44.65195, 92.54229, 15.74521, 67.21448, 1, 1
3445, 7, 4484, 6.17502, 2, 1.515309, 1, 1.542164, 2, 1.178776, 2, 1.938771, 24.21891, 100.624, 21.34763, 101.2271, 1, 1
3446, 6, 2262, 4.510007, -1e+06, -1e+06, 2, 1.122277, 2, 0.80299, 2, 2.58474, -1e+06, 74.36518, 81.80374, 63.14999, 1, 1
3447, 6, 10605, 4.968182, 2, 0.255371, 2, 1.21925, 1, 1.15102, 1, 2.342541, 31.63438, 32.26459, 39.82041, 19.67891, 1, 1
3448, 6, 8672, 9.960904, 1, 0.088959, 2, 5.653279, 2, 1.97451, 1, 2.244156, 91.653, 7.342863, 71.10635, 29.62391, 1, 1
3449, 6, 5476, 6.947135, 2, 0.771812, 2, 2.251545, 1, 1.891296, 1, 2.032482, 53.27825, 4.476177, 62.48543, 20.69285, 1, 1
3450, 7, 8326, 8.993558, -1e+06, -1e+06, 2, 1.393281, 3, 1.87397, 2, 5.726307, -1e+06, 63.64011, 79.86698, 63.5613, 0, 1
3451, 7, 5180, 9.019923, 2, 2.039024, 1, 1.793789, 2, 2.694328, 2, 2.492782, 100.4783, 19.92888, 89.08799, 21.65474, 1, 1
3452, 8, 5434, 9.576347, 2, 3.498409, 2, 1.636925, 1, 1.271534, 3, 3.169479, 25.1065, 32.68263, 9.668543, 4.180293, 1, 1
3453, 7, 8307, 9.677972, 2, 2.069867, 1, 2.851254, 2, 1.459198, 2, 3.297653, 51.71959, 73.7888, 69.28279, 57.12479, 1, 1
3454, 7, 1396, 10.13908, 1, 3.235962, 2, 3.38855, 2, 1.363865, 2, 2.1507, 0.2960891, 47.25804, 18.29354, 19.2143, 1, 0
3455, 12, 12106, 10.51513, 3, 2.723961, 6, 6.061775, 3, 1.729396, -1e+06, -1e+06, 11.03681, 60.17096, -6.992235, -1e+06, 0, 1
3456, 8, 10701, 8.769466, 2, 2.420544, 2, 3.85767, 2, 1.104305, 2, 1.386947, 51.20764, 76.6005, 40.65997, 50.27901, 1, 1
3457, 9, 6272, 10.89227, 3, 4.157506, 2, 2.728737, 2, 1.924656, 2, 2.081371, 59.38257, 29.27728, 58.66101, 46.71226, 1, 1
3458, 8, 7658, 8.265911, 2, 1.20311, 2, 2.550201, 2, 2.022194, 2, 2.490406, 74.46837, 15.36882, 65.06157, 19.09095, 1, 1
3459, 7, 4385, 11.08046, 2, 5.369275, 1, 2.012711, 2, 0.973167, 2, 2.725311, 13.0575, 10.65136, 24.55188, 7.007607, 1, 1
3460, 7, 18213, 8.548176, -1e+06, -1e+06, 3, 2.195263, 2, 3.638145, 2, 2.714768, -1e+06, 53.46264, 63.78764, 41.26732, 1, 1
3461, 8, 3818, 5.103223, 2, 1.348431, 2, 1.544838, 2, 0.828385, 2, 1.381569, 24.33414, 34.42077, 34.98492, 49.44379, 1, 1
3462, 6, 5607, 6.53606, 2, 0.741775, -1e+06, -1e+06, 2, 3.152229, 2, 2.642056, 34.55562, -1e+06, 62.01173, 58.86879, 1, 1
3463, 6, 2353, 7.593399, -1e+06, -1e+06, 2, 1.467346, 3, 4.367336, 1, 1.758717, -1e+06, 30.54704, 21.31545, 39.6, 1, 1
3464, 7, 4795, 9.362172, 1, 1.874199, 3, 2.376404, 2, 2.107777, 1, 3.003792, 98.65301, 93.17221, 93.53219, 101.3713, 1, 1
3465, 9, 5978, 8.86932, 2, 2.140641, 2, 2.255085, 3, 2.605915, 2, 1.867679, 78.90747, 31.06692, 79.09776, 20.00731, 1, 1
3466, 7, 3833, 6.708099, 1, 3.001614, 2, 1.224262, 2, 1.009109, 2, 1.473114, 2.28187, 63.84661, 5.163477, 52.86507, 1, 1
3467, 8, 4534, 15.2126, 2, 3.228531, 2, 3.688892, 2, 3.931054, 2, 4.364128, 33.93954, 54.04145, 76.62101, 26.65125, 1, 1
3468, 8, 20669, 10.35347, 2, 4.554425, 2, 2.430992, 2, 1.749859, 2, 1.618199, 52.07691, 18.7955, 58.21578, 30.46502, 1, 1
3469, 6, 5091, 3.281674, 2, 0.892155, -1e+06, -1e+06, 2, 0.958225, 2, 1.431294, 57.05774, -1e+06, 68.64392, 43.67856, 1, 1
3470, 4, 17790, -3.679932, 1, -0.896969, 1, -0.86729, 2, -1.915673, -1e+06, -1e+06, 47.85, 69.3, 56.79878, -1e+06, 1, 1
3471, 7, 8805, 2.993537, 2, 0.040737, 1, 1.883892, 2, 0.202297, 2, 0.866611, 33.63662, 38.00849, 22.58075, 28.94128, 1, 1
3472, 6, 2504, 3.76572, 1, 0.737144, 1, 0.893826, 2, 0.81446, 2, 1.32029, 7.92466, 43.69936, 13.0545, 37.69491, 1, 1
3473, 10, 7189, 10.63853, 2, 2.208744, 2, 2.317997, 4, 4.513145, 2, 1.59864, 28.59908, 68.64127, 5.457051, 53.22289, 1, 1
3474, 14, 24037, 19.8066, 2, 3.636444, 5, 3.841362, 3, 7.433204, 4, 4.895588, 101.3737, 65.03699, 98.70694, 97.02992, 0, 1
3475, 6, 4402, 4.570514, 2, -0.053894, 2, 2.535316, 1, 0.991718, 1, 1.097374, 45.32805, 8.884284, 43.99798, 24.7902, 1, 1
3476, 10, 25878, 12.47378, 3, 1.487923, 2, 3.838372, 2, 2.301228, 3, 4.846256, 101.327, 50.99581, 90.91686, 51.95477, 1, 1
3477, 9, 13818, 8.80059, 3, 2.431678, 2, 1.474827, 2, 2.459107, 2, 2.434978, 87.09234, 55.64729, 82.10895, 50.67684, 1, 1
3478, 13, 24274, 10.13365, 3, 0.02232, 2, 4.990086, 2, 0.756569, 6, 4.364677, -1928.447, 98.14481, 76.75926, 89.19938, 0, 0
3479, 9, 10863, 9.097222, 3, 0.476181, 2, 3.339524, 2, 3.218761, 2, 2.062756, 13.12621, 78.15392, 53.12129, 72.82405, 0, 1
3480, 4, 21214, 3.960811, 2, 3.731418, 1, 0.629345, -1e+06, -1e+06, 1, -0.399952, 84.49123, 95.7, -1e+06, 84.15, 1, 1
3481, 7, 5055, 4.93425, 1, 0.945503, 2, 2.296161, 2, 0.473942, 2, 1.218644, 7.955748, 3.643032, 24.28135, 5.213161, 1, 1
3482, 9, 9444, 2.165843, 3, -1.11483, 2, 1.238121, 1, 0.929218, 3, 1.113334, 28.57154, 34.93706, 31.64218, 45.2298, 1, 1
3483, 10, 4779, 23.17337, 4, 8.468483, 2, 6.764939, 2, 3.535961, 2, 4.403985, 59.21305, 59.58269, 48.26572, 99.56296, 1, 1
3484, 6, 35493, -0.627365, -1e+06, -1e+06, 2, -0.736675, 1, -0.305832, 3, 0.415142, -1e+06, 95.91631, 103.95, 57.30993, 0, 0
3485, 7, 14783, 7.097634, 2, 0.821625, 2, 2.831623, 1, 1.979992, 2, 1.464394, 33.16675, 35.29139, 26.02741, 21.96192, 1, 1
3486, 8, 18945, 8.5544, 1, 0.521572, 2, 2.874839, 3, 3.145569, 2, 2.01242, 42.35519, 21.24821, 77.98084, 49.67769, 1, 1
3487, 8, 3160, 6.117022, 2, 1.992992, 2, 1.64291, 2, 1.087932, 2, 1.393188, 99.75582, 21.38354, 92.28599, 8.499598, 1, 1
3488, 6, 3479, 3.617798, 2, -0.027283, 2, 1.309353, 1, 1.237381, 1, 1.098347, 27.3241, 30.64804, 37.9293, 31.56744, 1, 1
3489, 5, 6073, 6.670048, -1e+06, -1e+06, 3, 4.024044, 2, 2.646004, -1e+06, -1e+06, -1e+06, 76.76121, 58.19115, -1e+06, 0, 1
3490, 6, 19013, 8.138607, -1e+06, -1e+06, 3, 0.990494, 1, 3.45364, 2, 3.694473, -1e+06, 73.98748, 84.15, 58.62834, 1, 1
3491, 5, 1894, 9.32019, 1, 1.965637, 1, 1.687187, 2, 3.609188, 1, 2.058178, 71.44414, 37.15201, 62.87011, 39.3982, 1, 1
3492, 6, 4864, 7.819447, 1, 1.548626, 1, 2.736389, 2, 1.812245, 2, 1.722187, 88.3425, 25.85129, 92.25105, 34.03061, 1, 1
3493, 7, 28529, -0.857022, 2, -0.593712, -1e+06, -1e+06, 4, -0.627472, 1, 0.364162, 32.16376, -1e+06, 30.91103, 103.95, 1, 0
3494, 7, 3055, 7.330906, 1, 2.143974, 2, 1.505947, 2, 1.607651, 2, 2.073334, 68.12174, 52.91873, 80.36082, 43.43453, 1, 1
3495, 4, 27958, -0.920543, -1e+06, -1e+06, 2, 0.066067, 2, -0.98661, -1e+06, -1e+06, -1e+06, 60.28992, 23.92668, -1e+06, 1, 1
3496, 8, 3676, 9.630541, 2, 1.40599, 2, 2.145305, 2, 3.762447, 2, 2.316799, 29.7108, 73.8567, 48.75275, 81.33677, 1, 1
3497, 8, 3204, 11.86158, 2, 3.926544, 2, 3.597302, 2, 1.937889, 2, 2.399845, 92.36042, 36.18232, 69.15857, 52.60564, 1, 1
3498, 7, 4331, 6.573887, 2, 1.681477, 2, 1.939628, 2, 1.65979, 1, 1.292992, 97.74098, 66.00849, 94.86074, 67.55414, 1, 1
3499, 8, 6645, 8.894604, 3, 6.387527, 2, 1.054962, 2, 1.585839, 1, -0.133724, 76.31651, 17.63615, 75.67204, 27.67615, 1, 1
3500, 7, 20371, 5.284534, 3, 1.113197, 1, 1.71191, 1, 0.974434, 2, 1.484993, 88.5539, 33.30141, 93.22409, 43.93289, 1, 1
3501, 5, 22319, 2.229664, 1, -0.887817, 2, 1.553951, 1, 0.065044, 1, 1.498486, 63.04867, 17.28912, 62.08213, 12.58087, 0, 1
3502, 4, 993, 5.143075, 1, 1.661633, 1, 1.32539, 1, 1.260647, 1, 0.895405, -0.2677834, 29.03629, 8.160313, 23.9811, 1, 0
3503, 7, 5422, 15.65234, 1, 3.762165, 2, 3.715843, 2, 3.437088, 2, 4.73724, 27.02605, 65.48357, 56.66538, 101.7354, 1, 0
3504, 7, 5934, 5.202383, 1, 2.835865, 2, 0.65245, 2, 1.154834, 2, 0.559234, 0.6971721, 86.82211, 8.860414, 86.96483, 1, 0
3505, 8, 2637, 6.005626, 2, 2.360031, 2, 0.634037, 2, 1.527042, 2, 1.484516, 60.03585, 70.20932, 49.32517, 69.15692, 1, 1
3506, 6, 7062, 7.481334, -1e+06, -1e+06, 2, 1.312366, 2, 3.092651, 2, 3.076317, -1e+06, 77.16958, 11.9788, 62.74813, 1, 1
3507, 19, 39435, 17.03093, 6, 2.330208, 6, 7.508456, 2, 6.384766, 5, 0.807496, 78.14334, 79.29955, 71.89374, 79.46578, 0, 0
3508, 8, 2467, 6.331569, 2, 2.86972, 2, 1.566658, 2, 0.598247, 2, 1.296944, 23.34842, 50.16832, 12.60545, 63.63128, 1, 1
3509, 8, 14247, 6.004924, 2, 2.449086, 3, 1.473777, 2, 0.816589, 1, 1.265472, 0.5378487, 18.83318, 16.22536, -0.5978481, 1, 0
3510, 7, 12530, 9.616578, 1, 2.980637, 2, 2.982853, 2, 1.725895, 2, 1.927193, 87.50018, 22.8931, 68.08792, 28.11996, 1, 1
3511, 4, 13922, -0.702233, 2, 0.423408, -1e+06, -1e+06, 1, -0.423477, 1, -0.702164, 59.09308, -1e+06, 75.9, 21.45, 1, 1
3512, 8, 4366, 6.80704, 2, 1.056041, 2, 2.046032, 2, 0.777328, 2, 2.927639, 39.13114, 52.0399, 30.909, 61.67518, 1, 1
3513, 4, 7113, -1.129353, -1e+06, -1e+06, 2, -0.709519, 1, -0.517479, 1, 0.097645, -1e+06, 7.090238, 16.5, 62.7, 1, 1
3514, 5, 4601, 6.558433, 2, 2.012271, 1, 1.709412, 1, 1.106358, 1, 1.730392, 60.53797, 17.24858, 65.2939, 7.122458, 1, 1
3515, 6, 5339, 5.34069, 1, -0.082745, 2, 1.54755, 1, 2.04245, 2, 1.833435, 87.60767, 80.80928, 77.1363, 78.79494, 1, 1
3516, 8, 11411, 6.602873, 3, 0.060569, 2, 2.455219, 1, 1.964561, 2, 2.122524, 49.41345, 3.854786, 35.59575, 18.72619, 1, 1
3517, 8, 37126, 4.520716, 3, 0.554676, 2, 1.239204, 1, 0.753532, 2, 1.973304, -75.5161, 33.05141, 25.54184, 40.00657, 0, 1
3518, 7, 4048, 11.25571, 3, 3.077129, 1, 3.655804, 1, 2.043293, 2, 2.479488, 48.31534, 50.19776, 35.51537, 56.39582, 1, 1
3519, 6, 4221, 6.000187, 2, 0.566948, 1, 1.301613, 2, 2.009662, 1, 2.121964, 38.45598, 69.8999, 39.10839, 79.36363, 1, 1
3520, 7, 3774, 10.45995, 2, 1.629303, 2, 5.032638, 1, 1.88229, 2, 1.915722, 74.40002, 49.02323, 63.98963, 31.65513, 1, 1
3521, 6, 1722, 7.774489, 1, 2.490337, 1, 2.180122, 2, 0.797634, 2, 2.306396, 36.84802, 90.10963, 41.44872, 97.30655, 1, 1
3522, 6, 1962, 9.279553, 1, 2.31144, 2, 2.107368, 2, 2.563263, 1, 2.297482, 36.52213, 27.72364, 14.50877, 42.14756, 1, 1
3523, 9, 24414, 14.79872, 2, 6.113682, 3, 4.355835, 3, 4.902726, 1, -0.573524, 56.72119, 58.06527, 38.80016, 57.79847, 0, 0
3524, 7, 29510, 1.339654, 2, 3.330776, -1e+06, -1e+06, -1e+06, -1e+06, 5, -1.991122, 104.1061, -1e+06, -1e+06, 45.07597, 0, 0
3525, 7, 2510, 6.030121, 2, 1.370732, 2, 1.139789, 1, 2.027733, 2, 1.491867, 71.51419, 51.93669, 76.74099, 41.7234, 1, 1
3526, 12, 11909, 13.99608, 4, 4.272065, 2, 4.277192, 3, 2.417618, 3, 3.029209, 23.86207, 33.33982, 35.67447, 12.29866, 0, 1
3527, 13, 14067, 11.92014, 5, 4.020325, 4, 2.900849, 2, 2.631321, 2, 2.367649, 22.03394, 4.381698, 11.33822, 4.601777, 0, 1
3528, 7, 22234, 5.383708, 3, 2.951728, 2, 3.426548, 2, -0.994568, -1e+06, -1e+06, 40.20948, 86.64052, 27.47817, -1e+06, 0, 1
3529, 7, 7697, 9.244303, 2, 2.00135, 1, 2.160583, 2, 1.928535, 2, 3.153835, 21.70616, 63.36913, 19.09451, 86.86918, 1, 1
3530, 9, 15328, 7.301347, 2, 1.067379, 3, 0.148728, 2, 3.082222, 2, 3.003018, 23.81952, 51.79845, 31.50134, 70.99574, 0, 1
3531, 6, 1904, 5.012146, 1, 0.962219, 2, 1.669476, 2, 0.69033, 1, 1.690121, 7.581678, 73.43347, 8.239257, 71.41441, 1, 1
3532, 6, 1801, 6.028729, 2, 2.047676, 2, 1.984066, 1, 1.680298, 1, 0.316689, 6.215039, 93.87573, 8.574675, 69.14759, 1, 1
3533, 7, 6145, 14.47265, 1, 3.072132, 2, 3.654095, 2, 2.929325, 2, 4.8171, -0.3354629, 68.34953, 40.37572, 95.26164, 1, 0
3534, 7, 2618, 9.24076, 2, 1.651066, 1, 2.211601, 2, 3.526851, 2, 1.851242, 78.74468, 89.44994, 85.88852, 71.64402, 1, 1
3535, 7, 5106, 4.487439, 2, 0.190559, 2, 2.150746, 2, 0.612511, 1, 1.533623, 43.38015, 66.39018, 30.05058, 80.76319, 1, 1
3536, 8, 6357, 7.25492, 2, 0.953208, 2, 2.824466, 2, 1.652657, 2, 1.824589, 53.1872, 79.08473, 49.20884, 74.64282, 1, 1
3537, 7, 15783, 8.153873, 2, 1.927212, 2, 2.022174, 2, 1.542366, 1, 2.662121, 85.96523, 100.0409, 75.75732, 103.6299, 1, 0
3538, 7, 25794, 10.33336, 2, 2.266846, 1, 1.756771, 4, 6.309746, -1e+06, -1e+06, 81.39725, 79.2, 82.1567, -1e+06, 0, 1
3539, 9, 2995, 11.26387, 2, 1.97604, 2, 3.749729, 2, 2.194393, 3, 3.343712, 33.22135, 38.55889, 11.42367, 66.00157, 1, 1
3540, 6, 23038, 4.430714, 2, 1.45993, 2, 2.039799, 2, 0.930985, -1e+06, -1e+06, 8.436111, 6.286364, -1.574196, -1e+06, 0, 0
3541, 11, 9652, 9.927007, 4, 4.022629, 3, 4.592106, 4, 1.312272, -1e+06, -1e+06, 98.67528, 11.1195, 81.79895, -1e+06, 0, 1
3542, 6, 1721, 5.984882, 2, 1.067513, 2, 2.292205, 1, 0.989311, 1, 1.635853, 59.15273, 63.98261, 46.75257, 63.53596, 1, 1
3543, 7, 5643, 8.601838, 2, 1.370198, 2, 2.83244, 1, 1.963913, 2, 2.435287, 36.61057, 59.68134, 56.33986, 64.49819, 1, 1
3544, 9, 18816, 19.48575, 2, 7.715942, 3, 7.172218, 2, 2.488804, 2, 2.108784, 71.88936, 39.17109, 72.05413, 4.153898, 1, 1
3545, 10, 14373, 13.90508, 3, 1.142376, 4, 7.955914, 1, 1.864861, 2, 2.941929, 49.73527, 5.08963, 41.57738, 44.6987, 1, 1
3546, 6, 1747, 4.680671, 1, 0.819103, 2, 2.048714, 2, 0.581413, 1, 1.231441, 38.87364, 0.5393272, 41.05857, 6.945939, 1, 0
3547, 7, 10442, 7.826224, 2, 2.062576, 2, 2.014064, 1, 1.291134, 2, 2.45845, 41.12608, 88.99536, 24.27995, 61.63689, 1, 1
3548, 10, 18840, 8.100464, 3, 1.889504, 3, 2.761955, 2, 2.559162, 2, 0.889843, 36.78175, 32.25535, 32.32618, 35.87321, 1, 1
3549, 9, 34657, -1.468346, 4, 0.656555, -1e+06, -1e+06, 5, -2.124901, -1e+06, -1e+06, 62.42322, -1e+06, 32.53417, -1e+06, 0, 1
3550, 6, 1557, 6.459561, 2, 1.93356, -1e+06, -1e+06, 3, 2.795239, 1, 1.730762, 90.47574, -1e+06, 79.91805, 0, 0, 0
3551, 7, 6095, 7.381569, 2, 1.221264, 2, 1.784805, 1, 0.338745, 2, 4.036755, 53.42487, 51.14428, 69.37782, 59.92628, 1, 1
3552, 5, 2628, 6.110394, 1, 2.529682, 2, 2.280266, 2, 1.300446, -1e+06, -1e+06, 69.3, 83.43187, 81.20396, -1e+06, 1, 1
3553, 8, 7591, 7.844467, 2, 1.860863, 2, 2.084141, 2, 2.104305, 2, 1.795158, 49.90727, 59.22011, 50.73621, 69.3849, 1, 1
3554, 7, 2493, 5.875931, 2, 0.877606, 1, 2.249779, 2, 1.211193, 2, 1.537353, 67.1737, 84.51965, 66.19963, 86.62867, 1, 1
3555, 4, 20913, -2.618733, 1, -1.099098, 1, -0.249695, -1e+06, -1e+06, 2, -1.26994, 31.35, 21.45, -1e+06, 38.27975, 0, 1
3556, 9, 9797, 8.895802, 2, 0.826355, 4, -0.075653, 1, 2.295517, 2, 5.849583, 15.36034, 19.43972, 9.413635, 61.73415, 1, 1
3557, 8, 4611, 6.954701, 2, 1.451618, 2, 2.071629, 2, 1.395069, 2, 2.036385, 30.87132, 93.68197, 10.38597, 95.63096, 1, 1
3558, 7, 5805, 10.81161, 2, 2.172856, 1, 2.81076, 2, 3.284992, 2, 2.542999, 35.81542, 15.27124, 74.32267, 12.22112, 1, 1
3559, 10, 31384, 8.029228, 2, 1.643704, 2, 3.5923, 3, 0.927425, 3, 1.865799, 56.28516, 50.06371, 71.05235, 48.8441, 0, 1
3560, 6, 2256, 7.919297, 2, 2.239872, 1, 1.907944, 2, 1.26487, 1, 2.506611, 92.86478, 78.51449, 84.17979, 88.16513, 1, 1
3561, 13, 14996, 11.51669, 2, 1.716205, 3, 5.556286, 4, 3.937496, 4, 0.306705, 27.16708, 39.94698, 53.34307, 1.373625, 0, 1
3562, 7, 3963, 7.959404, 2, 1.37957, 2, 2.642822, 1, 2.317993, 2, 1.619019, 22.62667, 7.684732, 12.0866, 34.88275, 1, 1
3563, 8, 4787, 7.204692, 2, 2.475788, 2, 2.053028, 2, 1.095138, 2, 1.580738, 58.17511, 92.98815, 65.80913, 89.93329, 1, 1
3564, 6, 3018, 4.943494, 2, 1.247853, 2, 1.09396, 1, 1.504116, 1, 1.097565, 39.03169, 84.39198, 30.74514, 83.67673, 1, 1
3565, 7, 17405, 7.234499, 1, -0.52486, 2, 1.769349, 1, 1.701756, 3, 4.288254, 70.37186, 58.10355, 54.71648, 63.45616, 1, 1
3566, 10, 4653, 11.19102, 1, 2.76236, 3, 3.682037, 5, 2.033428, 1, 2.7132, 62.11704, 33.90386, 51.40145, 0.2009041, 0, 0
3567, 11, 14643, 15.62452, 3, 6.56696, 4, 5.133963, 2, 0.333706, 2, 3.589893, 60.49106, 6.815713, 26.66867, 38.96384, 1, 1
3568, 7, 15476, 6.904118, 1, 2.196987, 1, 1.128311, 2, 0.737141, 3, 2.841679, 23.47658, 100.9974, 31.16399, 95.37028, 0, 1
3569, 8, 4965, 5.704105, 2, 0.677696, 3, 2.205326, 1, 1.427498, 2, 1.393585, 15.92398, 37.42531, 19.48477, 48.66625, 0, 1
3570, 6, 5691, 7.892528, 2, 1.025082, 2, 3.375553, 1, 1.899837, 1, 1.592056, 101.7185, 21.08472, 86.58593, 23.34149, 1, 1
3571, 6, 2666, 6.879929, 1, 0.704163, 2, 2.40459, 1, 2.703072, 2, 1.068104, 56.08149, 54.9219, 54.85472, 47.96985, 1, 1
3572, 7, 4341, 10.49553, 2, 2.401024, 2, 3.597694, 1, 1.818508, 2, 2.678306, 50.31683, 68.19085, 48.50234, 88.75876, 1, 1
3573, 8, 3903, 10.92191, 2, 2.497841, 2, 1.479953, 2, 4.276356, 2, 2.667763, 103.6242, 79.63597, 89.17272, 55.92197, 1, 0
3574, 7, 6493, 4.62231, 2, 1.256183, 2, 0.985943, 1, 1.139896, 2, 1.240288, 25.91163, 70.8477, 27.75171, 83.20627, 1, 1
3575, 8, 5177, 8.587657, 2, 1.698925, 2, 3.046715, 2, 1.595016, 2, 2.247001, 38.15005, 22.52367, 67.57585, 22.20926, 1, 1
3576, 6, 1636, 10.65079, 1, 3.346146, 1, 2.452873, 2, 2.240402, 2, 2.611367, 80.97062, 88.49019, 75.61558, 99.76979, 1, 1
3577, 7, 8030, 6.083878, 2, 0.407769, 2, 2.692188, 2, 1.567211, 1, 1.41671, 35.81289, 38.55693, 34.02492, 41.69451, 1, 1
3578, 10, 17562, 8.067104, 2, 1.041992, 2, 2.625091, 3, 1.830524, 3, 2.569497, 57.83021, 5.633549, 72.5326, 26.2233, 0, 1
3579, 8, 7325, 6.577267, 2, 1.14336, 2, 1.550732, 2, 0.914253, 2, 2.968922, 94.50927, 29.97695, 97.22443, 21.77719, 1, 1
3580, 6, 1941, 7.738502, 2, 3.352344, 2, 2.744163, 2, 1.641995, -1e+06, -1e+06, 44.33403, 57.23827, 21.56683, -1e+06, 1, 1
3581, 6, 2629, 3.785393, 2, 0.919823, -1e+06, -1e+06, 2, 1.346973, 2, 1.518597, 5.087624, -1e+06, 9.313721, 75.46741, 1, 1
3582, 6, 43049, -2.37539, 1, -0.180344, 2, 0.06702, 2, -1.761074, 1, -0.500992, 95.43127, 29.33409, 5.895791, 38.97405, 0, 1
3583, 7, 3621, 5.05838, 2, 1.060681, 2, 1.696747, 2, 1.670028, 1, 0.630924, 20.4896, 24.42256, 20.92985, 10.17169, 1, 1
3584, 11, 22328, 10.2921, 4, 2.04282, 3, 2.029435, 2, 3.085686, 2, 3.134159, 35.95684, 72.93885, 48.73156, 100.7411, 1, 1
3585, 4, 9805, -1.367554, -1e+06, -1e+06, 2, -1.179257, -1e+06, -1e+06, 2, -0.188297, -1e+06, 81.54782, -1e+06, 76.44931, 0, 1
3586, 6, 3479, 10.92794, 1, 2.30352, 2, 4.133045, 2, 2.634052, 1, 1.857319, 37.51478, 97.82068, 30.34391, 81.27143, 1, 1
3587, 7, 15430, 11.74755, 1, 1.856354, 2, 4.954403, 2, 1.843781, 2, 3.093014, 90.40533, 62.59911, 72.20449, 80.23098, 1, 1
3588, 8, 3679, 7.130587, 2, 2.037269, 2, 1.919536, 2, 1.634914, 2, 1.538868, 3.23059, 81.98451, 2.145331, 80.00257, 1, 1
3589, 9, 14295, 5.419789, 2, 0.296585, 3, 2.234886, 2, 1.348057, 2, 1.540261, 27.16788, 10.69595, 38.34201, 24.25226, 1, 1
3590, 10, 40780, 5.735799, 2, 1.176503, 2, 2.011379, 3, 1.264359, 3, 1.283558, 90.0603, 59.7798, 97.99011, 74.34978, 1, 1
3591, 8, 4765, 7.678609, 2, 1.644829, 2, 1.284588, 2, 2.323651, 2, 2.425541, 15.46488, 20.52958, 33.90743, 27.69081, 1, 1
